"SR","FRic","FEve","FDiv","FDis","RaoQ","sev.blueplots","n_trait","traits","mean_cor","min_cor","max_cor"
2,NA,NA,NA,3.95641315120268e-05,1.25356083393109e-08,"2 W 3",2,45,NA,NA,NA
1,NA,NA,NA,0,0,"4 W 3",2,45,NA,NA,NA
3,0.000339919058006178,0.0353814212651939,0.604071979181897,0.00959814762285256,0.00271587506358246,"3 E 3",2,45,NA,NA,NA
5,0.00442393276751137,0.729090413524,0.76005134735373,0.0527479231864167,0.00311251417295892,"5 E 1",3,1,NA,NA,NA
5,0.139834315482629,0.670083793107185,0.942282880256171,0.0955379865523572,0.0170818077943533,"4 W 1",3,1,NA,NA,NA
5,0.0506463283010509,0.460328179369321,0.995387725963978,0.0802534234075716,0.0214783195544321,"2 W 1",3,1,NA,NA,NA
8,0.176136464000077,0.369841892369892,0.891062320207578,0.0648308298604392,0.0076308537838521,"5 N 3",3,1,NA,NA,NA
2,NA,NA,NA,0.0397547694882616,0.0025274627116183,"5 E 3",3,1,NA,NA,NA
2,NA,NA,NA,0.0027097785068967,0.00016156513587991,"1 E 3",3,1,NA,NA,NA
3,0.00018852052881383,0.952594028568631,0.632149191499527,0.0415666812843007,0.00278386938718208,"2 E 1",3,1,NA,NA,NA
3,0.00111236129513648,0.504809365111522,0.622641435653803,0.056030142023307,0.00357647716955017,"3 E 1",3,1,NA,NA,NA
2,NA,NA,NA,0.0617789347137606,0.00392767851159685,"2 N 1",3,1,NA,NA,NA
3,0.0375106244648687,0.499772660508817,0.624598578733419,0.0717549266295915,0.00840859738945342,"3 N 1",3,1,NA,NA,NA
4,0.0231187367925938,0.678105609383909,0.8815045159861,0.0577850370922011,0.00461328224829711,"1 W 3",3,1,NA,NA,NA
4,0.0462801162439008,0.156826207630916,0.795645756593602,0.0818383495925954,0.013353041289463,"3 W 3",3,1,NA,NA,NA
2,NA,NA,NA,0.0443444966238399,0.00281926076103479,"3 N 3",3,1,NA,NA,NA
5,0.0231187367925938,0.223813912193979,0.868320839857428,0.0687596373903313,0.00502531535828718,"1 W 1",3,1,NA,NA,NA
2,NA,NA,NA,0.0241757481739403,0.00406041285835204,"5 W 3",3,1,NA,NA,NA
6,0.064017276749441,0.209120050015151,0.616513364363227,0.125209153973409,0.0181719489459029,"4 E 1",3,1,NA,NA,NA
3,0.00018852052881383,0.572144236285518,0.877859472603323,0.0549485265787697,0.00371265550613338,"2 N 3",3,1,NA,NA,NA
5,0.111250028779692,0.444586132086105,0.900851260005505,0.079767066464391,0.0165927891711004,"5 W 1",3,1,NA,NA,NA
1,NA,NA,NA,0,0,"1 N 3",3,1,NA,NA,NA
2,NA,NA,NA,0.0632377422916543,0.00402042415706314,"1 E 1",3,1,NA,NA,NA
2,NA,NA,NA,0.0367742963526845,0.00137857624430259,"4 N 1",3,1,NA,NA,NA
3,0.000497857952075992,0.919133254939405,0.638514702898404,0.0251078587103041,0.00139402723339375,"5 N 1",3,1,NA,NA,NA
2,NA,NA,NA,0.0454924027491085,0.00289224043027702,"4 N 3",3,1,NA,NA,NA
4,0.016783657217313,0.414806381718085,0.716679957222146,0.0436866416241935,0.00306122664791944,"1 N 1",3,1,NA,NA,NA
9,0.233338885497266,0.734642936400514,0.952846226467429,0.165531699278423,0.0420937783004602,"4 E 3",3,1,NA,NA,NA
3,0.0255240734447015,0.62897843560502,0.660897819634301,0.0787397554244358,0.00991885047685232,"3 W 1",3,1,NA,NA,NA
3,0.00018852052881383,0.68228092493418,0.829828843496576,0.0612447199288431,0.00396160636666818,"2 E 3",3,1,NA,NA,NA
2,NA,NA,NA,0.00793877285065332,0.000504718115947284,"2 W 3",3,1,NA,NA,NA
1,NA,NA,NA,0,0,"4 W 3",3,1,NA,NA,NA
3,0.0337254196628884,0.436267244075047,0.63480509076894,0.0667874973733559,0.00565380575209799,"3 E 3",3,1,NA,NA,NA
5,0.000459701502448927,0.611411186689498,0.342253094278225,0.0333976534669454,0.00142461339246909,"5 E 1",3,2,NA,NA,NA
5,0.212017672284401,0.596665008324832,0.980130813900013,0.142499561269126,0.0348444663026266,"4 W 1",3,2,NA,NA,NA
5,0.0440737182478003,0.373002858654671,0.989555211501559,0.108873842708717,0.0304123283305705,"2 W 1",3,2,NA,NA,NA
8,0.118459288198188,0.251034086720096,0.941393593452734,0.049927298526506,0.0077835448725031,"5 N 3",3,2,NA,NA,NA
2,NA,NA,NA,0.0383032462629745,0.00234626705870121,"5 E 3",3,2,NA,NA,NA
2,NA,NA,NA,0.0024479499287403,0.000131851514718158,"1 E 3",3,2,NA,NA,NA
3,0.000833974460991867,0.27378851495704,0.591646107722654,0.0387785898500123,0.00235794635193251,"2 E 1",3,2,NA,NA,NA
3,0.00454721629525355,0.517062009407728,0.677484381715232,0.0540200771642558,0.00332679587424513,"3 E 1",3,2,NA,NA,NA
2,NA,NA,NA,0.0595232667844822,0.00364610036245709,"2 N 1",3,2,NA,NA,NA
3,0.0462557594502838,0.455825214942929,0.63302651157776,0.072488000579502,0.0100392960996143,"3 N 1",3,2,NA,NA,NA
4,0.0405986243238694,0.271308383210318,0.679656599545797,0.0530943681926451,0.00547999938486678,"1 W 3",3,2,NA,NA,NA
4,0.0831392974362148,0.258980984056444,0.979559566462971,0.0838932884229485,0.0157472398855817,"3 W 3",3,2,NA,NA,NA
2,NA,NA,NA,0.0427253936182954,0.00261714589224127,"3 N 3",3,2,NA,NA,NA
5,0.0409017679877592,0.437059820365005,0.587870497324798,0.0630521959584613,0.00471319624401821,"1 W 1",3,2,NA,NA,NA
2,NA,NA,NA,0.0352940775918044,0.00865394279889663,"5 W 3",3,2,NA,NA,NA
6,0.071335431189294,0.202974089881821,0.821492957058724,0.197822839391853,0.0426458046025539,"4 E 1",3,2,NA,NA,NA
3,0.000833974460991867,0.846156189713902,0.864172963536545,0.0508211822123867,0.00310858672672122,"2 N 3",3,2,NA,NA,NA
5,0.123564176260211,0.566392591658365,0.613996619172553,0.0686048954633551,0.0150487658682644,"5 W 1",3,2,NA,NA,NA
1,NA,NA,NA,0,0,"1 N 3",3,2,NA,NA,NA
2,NA,NA,NA,0.0609288104871782,0.00373219700467272,"1 E 1",3,2,NA,NA,NA
2,NA,NA,NA,0.0171189564880867,0.000298742233349838,"4 N 1",3,2,NA,NA,NA
3,2.36693786479581e-05,0.264440967688953,0.899349443588351,0.0182630986881503,0.000708366674852534,"5 N 1",3,2,NA,NA,NA
2,NA,NA,NA,0.0438313874793823,0.002684893595545,"4 N 3",3,2,NA,NA,NA
4,0.00578257453752393,0.337539255044832,0.814909926297891,0.0395219100051297,0.00249888029402784,"1 N 1",3,2,NA,NA,NA
9,0.317945558513399,0.567573141979552,0.963669895946482,0.192517201857209,0.0564487715661685,"4 E 3",3,2,NA,NA,NA
3,0.0443672758718496,0.522642651967598,0.658706590945701,0.0955523531795356,0.0191250605638958,"3 W 1",3,2,NA,NA,NA
3,0.000833974460991867,0.924442057774999,0.807405029359369,0.0583931430105442,0.00357639776244742,"2 E 3",3,2,NA,NA,NA
2,NA,NA,NA,0.00764891295908975,0.00046853450455798,"2 W 3",3,2,NA,NA,NA
1,NA,NA,NA,0,0,"4 W 3",3,2,NA,NA,NA
3,0.0432564033001664,0.407061975905781,0.633756831315505,0.0648274767851301,0.00565726478041715,"3 E 3",3,2,NA,NA,NA
5,0.00189927119779159,0.772250584020246,0.522502555541959,0.0432413999871025,0.00213932997571165,"5 E 1",3,3,NA,NA,NA
5,0.117498398334128,0.704303275038434,0.938493947956499,0.0885898438110171,0.015256927166612,"4 W 1",3,3,NA,NA,NA
5,0.0491244069676505,0.465479910799374,0.991799228782816,0.091799472292622,0.0197002948208009,"2 W 1",3,3,NA,NA,NA
8,0.157328386539439,0.270048797917797,0.786734766458512,0.0609269333466334,0.00682605651137823,"5 N 3",3,3,NA,NA,NA
2,NA,NA,NA,0.0457297076338042,0.00334428381775368,"5 E 3",3,3,NA,NA,NA
2,NA,NA,NA,0.00286423627489984,0.000180508536045476,"1 E 3",3,3,NA,NA,NA
3,0.0033126377423439,0.835227122837915,0.505801271091233,0.0467192232306057,0.00345486988775615,"2 E 1",3,3,NA,NA,NA
3,0.0104997059914847,0.520936443356423,0.739524565066494,0.0644089958964049,0.00472186158248066,"3 E 1",3,3,NA,NA,NA
2,NA,NA,NA,0.0710639920380453,0.00519701898164181,"2 N 1",3,3,NA,NA,NA
3,0.0306645699250472,0.483494920734937,0.666766724743642,0.0777035933055538,0.00731047089649577,"3 N 1",3,3,NA,NA,NA
4,0.0209602358541916,0.431377084195482,0.891066989362786,0.0503975764656929,0.00374052598884427,"1 W 3",3,3,NA,NA,NA
4,0.047841429834659,0.135365504860062,0.732513915416613,0.0912908950488386,0.0157010183772229,"3 W 3",3,3,NA,NA,NA
2,NA,NA,NA,0.0510092472395088,0.0037303846651489,"3 N 3",3,3,NA,NA,NA
5,0.0209602358541916,0.529469642923396,0.750928097237418,0.0745607007724707,0.00573838057085871,"1 W 1",3,3,NA,NA,NA
2,NA,NA,NA,0.021814302602591,0.00330592513575867,"5 W 3",3,3,NA,NA,NA
6,0.0734034738973245,0.825511424814808,0.722573223779975,0.12693523226081,0.0174023196631756,"4 E 1",3,3,NA,NA,NA
3,0.0033126377423439,0.673932385206759,0.83124132027917,0.0618386978752059,0.00462032268002787,"2 N 3",3,3,NA,NA,NA
5,0.134938722516364,0.430757861282441,0.554985219810105,0.0713590762622658,0.0154800389565687,"5 W 1",3,3,NA,NA,NA
1,NA,NA,NA,0,0,"1 N 3",3,3,NA,NA,NA
2,NA,NA,NA,0.0727420509197791,0.00531973800727739,"1 E 1",3,3,NA,NA,NA
2,NA,NA,NA,0.0262962983271425,0.00070490612376021,"4 N 1",3,3,NA,NA,NA
3,0.000940035868501634,0.261986415122655,0.963290467677131,0.0212525829042159,0.000959827930351037,"5 N 1",3,3,NA,NA,NA
2,NA,NA,NA,0.0523296777733869,0.00382694977993769,"4 N 3",3,3,NA,NA,NA
4,0.00903730712647172,0.419525806805619,0.53625989459657,0.0476477431986237,0.00380076088272315,"1 N 1",3,3,NA,NA,NA
9,0.273933788405868,0.694373237674236,0.934895814620083,0.148042512886547,0.0362719037465779,"4 E 3",3,3,NA,NA,NA
3,0.0294484873393791,0.477096771691315,0.701808812309218,0.0885447824103878,0.0110555992450859,"3 W 1",3,3,NA,NA,NA
3,0.0033126377423439,0.792783969475422,0.754362624210927,0.0700441725633778,0.00515233854780936,"2 E 3",3,3,NA,NA,NA
2,NA,NA,NA,0.00913192973081514,0.000667832059373439,"2 W 3",3,3,NA,NA,NA
1,NA,NA,NA,0,0,"4 W 3",3,3,NA,NA,NA
3,0.0256254462556142,0.555933544259147,0.665958213046354,0.0745202108118309,0.00584205907696804,"3 E 3",3,3,NA,NA,NA
5,0.00144474271852058,0.844049819280175,0.595403102028261,0.0405724670266856,0.00171908751999557,"5 E 1",3,4,NA,NA,NA
5,0.0813647026861891,0.399380944820664,0.955250849232128,0.0838976691986782,0.0137127205304945,"4 W 1",3,4,NA,NA,NA
5,0.0372155514364819,0.451256974812335,0.995651518989055,0.0730943265732764,0.012861882366736,"2 W 1",3,4,NA,NA,NA
8,0.202818822173358,0.37150936876889,0.854336648961896,0.0497311715361037,0.00535768650789367,"5 N 3",3,4,NA,NA,NA
2,NA,NA,NA,0.0413863581825534,0.00273918081957277,"5 E 3",3,4,NA,NA,NA
2,NA,NA,NA,0.00417332685606359,0.000383217084862914,"1 E 3",3,4,NA,NA,NA
3,0.000348487793663561,0.963910756167718,0.625345636476157,0.0433563157738474,0.00305088627500976,"2 E 1",3,4,NA,NA,NA
3,0.00185414443911306,0.434542140639288,0.632234292316547,0.0583838085912578,0.00389565942052657,"3 E 1",3,4,NA,NA,NA
2,NA,NA,NA,0.0643144244857267,0.00425668857346886,"2 N 1",3,4,NA,NA,NA
3,0.0225268477999067,0.503777009965018,0.675030477369264,0.0692477541383574,0.00553851580900095,"3 N 1",3,4,NA,NA,NA
4,0.0142341513028522,0.660866933656572,0.885907208579562,0.0619879182110845,0.00490563326223021,"1 W 3",3,4,NA,NA,NA
4,0.0460759691334003,0.14155472400879,0.864689456162286,0.0794158241499216,0.00997690916825458,"3 W 3",3,4,NA,NA,NA
2,NA,NA,NA,0.046164453833424,0.0030554219322413,"3 N 3",3,4,NA,NA,NA
5,0.0145826390965158,0.316499332638891,0.744622094086939,0.0709545184677733,0.0053153882145132,"1 W 1",3,4,NA,NA,NA
2,NA,NA,NA,0.0201754209584643,0.00282784471883243,"5 W 3",3,4,NA,NA,NA
6,0.0607237526464471,0.204966398368933,0.574841796093608,0.114677923832495,0.0147020090603132,"4 E 1",3,4,NA,NA,NA
3,0.000348487793663561,0.562928011865821,0.875601759837704,0.0574667814399409,0.00407596749487443,"2 N 3",3,4,NA,NA,NA
5,0.113427325927004,0.453700260004222,0.583557552675298,0.0708558988770567,0.0113033315230692,"5 W 1",3,4,NA,NA,NA
1,NA,NA,NA,0,0,"1 N 3",3,4,NA,NA,NA
2,NA,NA,NA,0.0658331034697908,0.0043572032485192,"1 E 1",3,4,NA,NA,NA
2,NA,NA,NA,0.0400595483510158,0.00163589017605753,"4 N 1",3,4,NA,NA,NA
3,0.000151738681520729,0.366755015665379,0.89326824163573,0.0219595991766961,0.000902889998711356,"5 N 1",3,4,NA,NA,NA
2,NA,NA,NA,0.0473594715551176,0.00313451489345025,"4 N 3",3,4,NA,NA,NA
4,0.0112498139850134,0.758800744550635,0.628833543606068,0.0425274083361695,0.00292190492094466,"1 N 1",3,4,NA,NA,NA
9,0.232551612797663,0.533469645055283,0.930949025258051,0.142720764300511,0.032056876576097,"4 E 3",3,4,NA,NA,NA
3,0.0216741024207542,0.473167015148444,0.704846930582926,0.0796931775973892,0.00899477014828657,"3 W 1",3,4,NA,NA,NA
3,0.000348487793663561,0.672125708531064,0.826128418258436,0.06383089843539,0.00430904905922312,"2 E 3",3,4,NA,NA,NA
2,NA,NA,NA,0.00826459066311734,0.000546996866121322,"2 W 3",3,4,NA,NA,NA
1,NA,NA,NA,0,0,"4 W 3",3,4,NA,NA,NA
3,0.0193231849237082,0.571668205206652,0.618430919574041,0.0675422265122342,0.00481993312812281,"3 E 3",3,4,NA,NA,NA
5,0.00733657009519102,0.674803555054816,0.429254116993621,0.0640700982285864,0.00495183966156517,"5 E 1",3,5,NA,NA,NA
5,0.0557195962491298,0.378982667344513,0.938554643913626,0.0872183374777147,0.0140326996130855,"4 W 1",3,5,NA,NA,NA
5,0.0893263912468319,0.513816806899842,0.995115062911344,0.0864156916562566,0.0142420578924357,"2 W 1",3,5,NA,NA,NA
8,0.222711135369215,0.33113925664186,0.901109075294977,0.0875950780497365,0.0121687431202136,"5 N 3",3,5,NA,NA,NA
2,NA,NA,NA,0.0803270256771747,0.0103188108228972,"5 E 3",3,5,NA,NA,NA
2,NA,NA,NA,0.00566267491302704,0.00070554273254205,"1 E 3",3,5,NA,NA,NA
3,0.00381281840259684,0.886890654327606,0.492795135140547,0.0823575457921142,0.011070644824727,"2 E 1",3,5,NA,NA,NA
3,0.00869599297390504,0.61541930333002,0.674343082517935,0.11298667416714,0.0145236227248976,"3 E 1",3,5,NA,NA,NA
2,NA,NA,NA,0.124828244231828,0.0160354379702703,"2 N 1",3,5,NA,NA,NA
3,0.00565877341210466,0.627252335584304,0.580227026712272,0.129918474542297,0.0176500601438018,"3 N 1",3,5,NA,NA,NA
4,0.0188835481879175,0.548904337648675,0.616290739994928,0.0986758812929289,0.013720904740644,"1 W 3",3,5,NA,NA,NA
4,0.0529209893907958,0.144690178157947,0.823522567460098,0.138865091818789,0.0218181534285025,"3 W 3",3,5,NA,NA,NA
2,NA,NA,NA,0.0896008595898499,0.0115101276548244,"3 N 3",3,5,NA,NA,NA
5,0.0210536267648311,0.494581828476364,0.508193388551351,0.133028299953817,0.0186614631310933,"1 W 1",3,5,NA,NA,NA
2,NA,NA,NA,0.0209508223536574,0.0030493866650879,"5 W 3",3,5,NA,NA,NA
6,0.107848021193894,0.808379284032619,0.575014199724571,0.136065549955519,0.0193719577687016,"4 E 1",3,5,NA,NA,NA
3,0.00381281840259684,0.627678859600953,0.801460859226934,0.111223555817393,0.0151147536538215,"2 N 3",3,5,NA,NA,NA
5,0.139393841759916,0.537712615628021,0.523440042440157,0.0863227672000243,0.0155663567896257,"5 W 1",3,5,NA,NA,NA
1,NA,NA,NA,0,0,"1 N 3",3,5,NA,NA,NA
2,NA,NA,NA,0.127775857191881,0.0164140883716451,"1 E 1",3,5,NA,NA,NA
2,NA,NA,NA,0.0570289924385717,0.0033153810035974,"4 N 1",3,5,NA,NA,NA
3,0.00217007857691365,0.984870183561425,0.221833900494182,0.0295234596322477,0.00207262190580918,"5 N 1",3,5,NA,NA,NA
2,NA,NA,NA,0.0919202765047602,0.0118080799836032,"4 N 3",3,5,NA,NA,NA
4,0.0105126893393309,0.580304394643728,0.36383638285612,0.0862187343115909,0.0107291818443754,"1 N 1",3,5,NA,NA,NA
9,0.303773069668057,0.570937118651251,0.866690077008577,0.135637136288975,0.0300389390664584,"4 E 3",3,5,NA,NA,NA
3,0.00808669910728665,0.595187973654921,0.593883143257338,0.140877528726096,0.0229625590083633,"3 W 1",3,5,NA,NA,NA
3,0.00381281840259684,0.74294346474103,0.717132929312774,0.123740610041799,0.0161444236666116,"2 E 3",3,5,NA,NA,NA
2,NA,NA,NA,0.0160407925596948,0.00206060043276146,"2 W 3",3,5,NA,NA,NA
1,NA,NA,NA,0,0,"4 W 3",3,5,NA,NA,NA
3,0.0173785585269371,0.593842693540039,0.616754045611768,0.130473546613829,0.0177772044390156,"3 E 3",3,5,NA,NA,NA
5,0.00723967065160773,0.770423031456344,0.533973273560031,0.0377665371905698,0.00161677708178588,"5 E 1",3,6,NA,NA,NA
5,0.109408575765121,0.406790241602495,0.971722677521105,0.0764058563350086,0.0110842357316838,"4 W 1",3,6,NA,NA,NA
5,0.0541488331498889,0.466113260595794,0.990831328245758,0.0612927041203391,0.0111222993833204,"2 W 1",3,6,NA,NA,NA
8,0.184129353532434,0.259762927394911,0.742624714676593,0.0480930190853246,0.00529621015332314,"5 N 3",3,6,NA,NA,NA
2,NA,NA,NA,0.0340918102720228,0.00185868760805641,"5 E 3",3,6,NA,NA,NA
2,NA,NA,NA,0.00222292069931053,0.000108724646045692,"1 E 3",3,6,NA,NA,NA
3,0.0036626746890699,0.898008792519549,0.448488607056688,0.0353028377056541,0.00195963868364017,"2 E 1",3,6,NA,NA,NA
3,0.00660985611353993,0.513228167045315,0.695492195539572,0.0480828497518114,0.00263602620409826,"3 E 1",3,6,NA,NA,NA
2,NA,NA,NA,0.0529786928255512,0.00288840161493826,"2 N 1",3,6,NA,NA,NA
3,0.0246458102009364,0.57029519746042,0.648645224075871,0.0584624446804352,0.00439673022613376,"3 N 1",3,6,NA,NA,NA
4,0.0263764433592784,0.450163390287049,0.787052577064829,0.0587992763661786,0.00590171680933383,"1 W 3",3,6,NA,NA,NA
4,0.0418902696182814,0.154252946578488,0.950750474090929,0.0676619749997436,0.00820020794712596,"3 W 3",3,6,NA,NA,NA
2,NA,NA,NA,0.0380277432109043,0.00207327491571968,"3 N 3",3,6,NA,NA,NA
5,0.0300391180483483,0.177427312166916,0.766627431468931,0.0591798335684641,0.00429459983870103,"1 W 1",3,6,NA,NA,NA
2,NA,NA,NA,0.0178200441142066,0.00220611373063547,"5 W 3",3,6,NA,NA,NA
6,0.116827065667095,0.698651026690844,0.586825753903266,0.104565988411344,0.0118777493323601,"4 E 1",3,6,NA,NA,NA
3,0.0036626746890699,0.618030586620718,0.804540650677088,0.0462059088261608,0.00259205618190645,"2 N 3",3,6,NA,NA,NA
5,0.0986424614404662,0.56861094855604,0.660469072933661,0.0630345637207407,0.0098746302996405,"5 W 1",3,6,NA,NA,NA
1,NA,NA,NA,0,0,"1 N 3",3,6,NA,NA,NA
2,NA,NA,NA,0.0542296972159458,0.00295660645180369,"1 E 1",3,6,NA,NA,NA
2,NA,NA,NA,0.025317714343955,0.000653417916030748,"4 N 1",3,6,NA,NA,NA
3,0.000731887751649991,0.353489159207864,0.926617584323978,0.020802854651802,0.000833798564938818,"5 N 1",3,6,NA,NA,NA
2,NA,NA,NA,0.039012133218355,0.00212694391990995,"4 N 3",3,6,NA,NA,NA
4,0.0212644014774044,0.346814313020355,0.552680375423862,0.0356348518992498,0.00214724269047925,"1 N 1",3,6,NA,NA,NA
9,0.238313110662018,0.745420796940101,0.907446205712498,0.128669169212922,0.0254421488118223,"4 E 3",3,6,NA,NA,NA
3,0.0213788143009632,0.653336170689161,0.662010282800047,0.0651585579300569,0.00618461079822525,"3 W 1",3,6,NA,NA,NA
3,0.0036626746890699,0.732469093214694,0.717346296506895,0.0522646325772884,0.00287226974986601,"2 E 3",3,6,NA,NA,NA
2,NA,NA,NA,0.0068079161645516,0.000371168011049364,"2 W 3",3,6,NA,NA,NA
1,NA,NA,NA,0,0,"4 W 3",3,6,NA,NA,NA
3,0.0162712593880099,0.488995185811529,0.631532022483177,0.0565319485610181,0.00368397560582258,"3 E 3",3,6,NA,NA,NA
5,0.000783653268905655,0.749217398865102,0.408962798256328,0.0240348192135972,0.000648401192286897,"5 E 1",3,7,NA,NA,NA
5,0.241170487357469,0.611596867932718,0.950750046325803,0.167270267960448,0.0476459257212698,"4 W 1",3,7,NA,NA,NA
5,0.0508017853211545,0.353573695838476,0.98531982319756,0.103793178157905,0.0337463462049081,"2 W 1",3,7,NA,NA,NA
8,0.123957416812342,0.243468615446885,0.719550726451476,0.042090747896848,0.00809302764146185,"5 N 3",3,7,NA,NA,NA
2,NA,NA,NA,0.0339890622680784,0.0018475008361095,"5 E 3",3,7,NA,NA,NA
2,NA,NA,NA,0.00208846352654831,9.59696371399355e-05,"1 E 3",3,7,NA,NA,NA
3,0.000953213188338289,0.282000551927504,0.60066549529595,0.0345145806601211,0.00186344226992732,"2 E 1",3,7,NA,NA,NA
3,0.00368956010031833,0.524636311977614,0.659616135279847,0.0479313569314558,0.00261852135756716,"3 E 1",3,7,NA,NA,NA
2,NA,NA,NA,0.0528190223681606,0.00287101736488066,"2 N 1",3,7,NA,NA,NA
3,0.0481416634987013,0.423292657674633,0.625310171357376,0.0671979425514365,0.0104515055478819,"3 N 1",3,7,NA,NA,NA
4,0.0470165896975436,0.329661018955176,0.739710356400681,0.0498467788167554,0.00629359281347667,"1 W 3",3,7,NA,NA,NA
4,0.0912709861237441,0.272543411247507,0.965261876895613,0.0818156619620659,0.0183572921204852,"3 W 3",3,7,NA,NA,NA
2,NA,NA,NA,0.037913132849112,0.00206079661997763,"3 N 3",3,7,NA,NA,NA
5,0.0479698028858818,0.144295594194102,0.638910230052674,0.0566170190165547,0.00442542637918236,"1 W 1",3,7,NA,NA,NA
2,NA,NA,NA,0.0411920478195069,0.0117879182135986,"5 W 3",3,7,NA,NA,NA
6,0.0799416873261372,0.218116331227487,0.855270220921244,0.220941157979174,0.0541642705467143,"4 E 1",3,7,NA,NA,NA
3,0.000953213188338289,0.829447266822167,0.867224588127707,0.0451421791073387,0.00245403049559367,"2 N 3",3,7,NA,NA,NA
5,0.129324518621898,0.517003932370664,0.627363151441215,0.0647556819420539,0.0163523619340141,"5 W 1",3,7,NA,NA,NA
1,NA,NA,NA,0,0,"1 N 3",3,7,NA,NA,NA
2,NA,NA,NA,0.0540662564042381,0.00293881170137347,"1 E 1",3,7,NA,NA,NA
2,NA,NA,NA,0.0164058715598677,0.000274372551270628,"4 N 1",3,7,NA,NA,NA
3,0.000117701454348768,0.365065538137444,0.965943185072884,0.0131718536232253,0.000331598522824557,"5 N 1",3,7,NA,NA,NA
2,NA,NA,NA,0.0388945560411439,0.00211414260974208,"4 N 3",3,7,NA,NA,NA
4,0.00635852717023291,0.353475261755955,0.67703895918034,0.0349908257925349,0.00198270053301388,"1 N 1",3,7,NA,NA,NA
9,0.34108172712922,0.610837595446471,0.961869009532767,0.207510491998619,0.0667851995889389,"4 E 3",3,7,NA,NA,NA
3,0.0478655022507853,0.475790690961189,0.646603190208003,0.0978807447062399,0.0236814167161137,"3 W 1",3,7,NA,NA,NA
3,0.000953213188338289,0.941525397876601,0.812279889705454,0.0518321824533567,0.00281816765678517,"2 E 3",3,7,NA,NA,NA
2,NA,NA,NA,0.00678739804623089,0.000368934084339141,"2 W 3",3,7,NA,NA,NA
1,NA,NA,NA,0,0,"4 W 3",3,7,NA,NA,NA
3,0.0463488849995681,0.362774679146689,0.628031791010096,0.058787007000507,0.00563630722804682,"3 E 3",3,7,NA,NA,NA
5,0.00436609682797398,0.71841787889973,0.790081882500101,0.0473967122536084,0.00236346993657527,"5 E 1",3,8,NA,NA,NA
5,0.152652190708594,0.436594701167842,0.941216795082109,0.118559024599394,0.0295576210450461,"4 W 1",3,8,NA,NA,NA
5,0.0864635380605404,0.392665809219794,0.966067281460471,0.0732759045474573,0.0136877919739569,"2 W 1",3,8,NA,NA,NA
8,0.189062592981552,0.271813499320304,0.775931204351943,0.0630817391689466,0.00685221038597557,"5 N 3",3,8,NA,NA,NA
2,NA,NA,NA,0.0341211450602853,0.00186188765317357,"5 E 3",3,8,NA,NA,NA
2,NA,NA,NA,0.00471464538522189,0.000489078000318127,"1 E 3",3,8,NA,NA,NA
3,0.00818194627958284,0.934102409705146,0.383711850601415,0.0370028292211842,0.00233190202815512,"2 E 1",3,8,NA,NA,NA
3,0.0186158234420839,0.383357801092275,0.817001482113535,0.048252414366385,0.00268359884939833,"3 E 1",3,8,NA,NA,NA
2,NA,NA,NA,0.0530242791034302,0.00289337448689597,"2 N 1",3,8,NA,NA,NA
3,0.0222649678708189,0.598944558106454,0.683611854691935,0.0576086970044021,0.00402081580815968,"3 N 1",3,8,NA,NA,NA
4,0.0163138416838815,0.657062031996054,0.885393613893125,0.0553694097970009,0.00407653384910765,"1 W 3",3,8,NA,NA,NA
4,0.0579295144527295,0.168600402224903,0.981753857667475,0.0715621481300429,0.0106335625151368,"3 W 3",3,8,NA,NA,NA
2,NA,NA,NA,0.0380604647292481,0.00207684440918475,"3 N 3",3,8,NA,NA,NA
5,0.0227392979441865,0.317503528246461,0.783534275930494,0.0618286443417406,0.00424385065272085,"1 W 1",3,8,NA,NA,NA
2,NA,NA,NA,0.0227003010088045,0.00357992213032668,"5 W 3",3,8,NA,NA,NA
6,0.0783627988321517,0.195543978807677,0.622934671938138,0.10689467987203,0.0122120695907361,"4 E 1",3,8,NA,NA,NA
3,0.00818194627958284,0.484124062277272,0.767640662365816,0.0486924810605458,0.00304604608911374,"2 N 3",3,8,NA,NA,NA
5,0.168010806494865,0.486660963553022,0.560369781134687,0.0790960546333537,0.0132339748715672,"5 W 1",3,8,NA,NA,NA
1,NA,NA,NA,0,0,"1 N 3",3,8,NA,NA,NA
2,NA,NA,NA,0.0542763599385374,0.00296169674992503,"1 E 1",3,8,NA,NA,NA
2,NA,NA,NA,0.0496861203043598,0.00251658857370468,"4 N 1",3,8,NA,NA,NA
3,0.00117489480586523,0.339317756357368,0.895765768469203,0.025011998290567,0.00119551825419306,"5 N 1",3,8,NA,NA,NA
2,NA,NA,NA,0.0390457017692326,0.00213060581364393,"4 N 3",3,8,NA,NA,NA
4,0.0239252607278446,0.149706124149766,0.566277279384066,0.0367985237065517,0.00261383932965036,"1 N 1",3,8,NA,NA,NA
9,0.266157710498748,0.698111508498372,0.905281154997175,0.138632253859203,0.0304826893201211,"4 E 3",3,8,NA,NA,NA
3,0.0291791872900904,0.598244343411882,0.710177641065922,0.0714467188953025,0.00866468587683885,"3 W 1",3,8,NA,NA,NA
3,0.00818194627958284,0.584250064061978,0.667602770259681,0.0530166324200003,0.0030160942200903,"2 E 3",3,8,NA,NA,NA
2,NA,NA,NA,0.00681377413388799,0.000371807039564029,"2 W 3",3,8,NA,NA,NA
