"SR","FRic","FEve","FDiv","FDis","RaoQ","kde.alpha","kde.evenness","kde.dispersion","sev.blueplots","n_trait","traits","mean_cor","min_cor","max_cor"
3,0.0614292216408929,0.916009510477944,0.428175965952598,0.183192027815805,0.0583087167513168,0.00974682551060705,0.575450033996803,0.0528275628747323,"2 E 1",3,67,NA,NA,NA
3,0.0213184781980121,0.359262608376308,0.9991645605373,0.246934206005246,0.069378431967841,0.00105046686804035,0.570477234140074,0.0430524995185287,"3 E 1",3,67,NA,NA,NA
2,NA,NA,NA,0.273018016470287,0.076707480150346,0.0001056906119782,0.876008077592598,0.0464778471984644,"2 N 1",3,67,NA,NA,NA
3,0.118318311418756,0.199813520138264,0.654339954982672,0.340205383615467,0.230215814161351,0.00111723431212649,0.573313321480828,0.365404153763082,"3 N 1",3,67,NA,NA,NA
4,1.6510641933592,0.069180304188798,0.666794235403685,0.373400611822313,0.459926632441792,0.56557478896507,0.478013327321409,0.396992535639015,"1 W 3",3,67,NA,NA,NA
4,2.05264061768142,0.071638621746079,0.97897468716365,0.413120200384767,0.690880726637179,0.366799897349507,0.529780861416694,0.427526208368227,"3 W 3",3,67,NA,NA,NA
2,NA,NA,NA,0.19597046413488,0.0550601043917423,0.000101377610007603,0.818300705485968,0.0461117271910396,"3 N 3",3,67,NA,NA,NA
5,1.71249341500009,0.0802072210899269,0.574699199868975,0.345598913813911,0.227055535746499,0.387295817980402,0.441908295862806,0.321399252556404,"1 W 1",3,67,NA,NA,NA
2,NA,NA,NA,0.14627963062991,0.148654499169214,0.237026282531092,0.488989370098319,0.411519557815399,"5 W 3",3,67,NA,NA,NA
6,2.56356142886386,0.458240238563585,0.911767634317562,1.24621711767416,1.73851701689649,0.443537826080997,0.428984768892584,0.433076153240824,"4 E 1",3,67,NA,NA,NA
3,0.0614292216408929,0.602630149319682,0.792373795952369,0.251667556961353,0.080150127207887,0.0101811493064327,0.591774429313616,0.057225369773325,"2 N 3",3,67,NA,NA,NA
5,1.69764790751823,0.3117247558999,0.67604107953486,0.407741255401051,0.751621153024468,0.223705653809736,0.506180979453458,0.347857250791349,"5 W 1",3,67,NA,NA,NA
2,NA,NA,NA,0.279464886316355,0.0785188006893441,0.0001069135769085,0.884788741948021,0.0480874701097878,"1 E 1",3,67,NA,NA,NA
2,NA,NA,NA,0.196644368844853,0.0394189521920565,0.00428696395773136,0.889420309880962,0.0396065634232643,"4 N 1",3,67,NA,NA,NA
3,0.126168627001539,0.683117102269956,0.669464908510272,0.163410624597093,0.0662314639441037,0.0233778247232496,0.497974101416767,0.0808860771061053,"5 N 1",3,67,NA,NA,NA
2,NA,NA,NA,0.201043375392851,0.0564853958236272,0.000101956425223062,0.817905608156641,0.0454028967248895,"4 N 3",3,67,NA,NA,NA
4,0.329759018155195,0.423426867144004,0.57690438478685,0.195958750123225,0.0758750407034999,0.0243090938917838,0.398267411288739,0.0800150071544593,"1 N 1",3,67,NA,NA,NA
9,5.69143702602274,0.354334227772124,0.88111408977437,0.940890923984088,1.69617584067036,0.413968497280269,0.586879773653663,0.445905649986206,"4 E 3",3,67,NA,NA,NA
3,0.0305577215053552,0.221722333353282,0.710584409251849,0.445099074370604,0.414529552784784,0.172799079195648,0.475563616520174,0.386430335404761,"3 W 1",3,67,NA,NA,NA
3,0.0614292216408929,0.71569382040937,0.700972036092022,0.272976359846415,0.0795847949912518,0.00956438496310819,0.568846675533506,0.055530209427931,"2 E 3",3,67,NA,NA,NA
2,NA,NA,NA,0.0350836094363854,0.00985713437243773,8.27350007967663e-05,0.637655560215187,0.039830948129781,"2 W 3",3,67,NA,NA,NA
3,0.21920002721665,0.264596040018076,0.596162058283012,0.295208321714741,0.114159400916248,0.29617285072665,0.381951104720225,0.320332038885645,"3 E 3",3,67,NA,NA,NA
5,0.465528541100239,0.762666565342533,0.979099652651993,0.440903006498683,0.226552489487097,0.0435548744174412,0.690259401367114,0.112204068130938,"5 E 1",3,68,NA,NA,NA
5,4.411013908651,0.674197250334917,0.811249021547463,0.937332671671565,1.81371488948246,0.924467505730348,0.6863281878377,0.517702017751888,"4 W 1",3,68,NA,NA,NA
5,5.43326528867901,0.235615812136278,0.896005825250241,0.66019210100213,1.15674224044323,0.830464531266416,0.509811327735049,0.505936990523008,"2 W 1",3,68,NA,NA,NA
8,1.96041975801913,0.487317211736009,0.656306021552724,0.582677087983538,0.387690651295392,0.18490950151457,0.323575275262203,0.2305046258622,"5 N 3",3,68,NA,NA,NA
2,NA,NA,NA,0.175688773086519,0.0493621761816203,0.00758706303528381,0.760327649784604,0.0538602348565427,"5 E 3",3,68,NA,NA,NA
2,NA,NA,NA,0.0356406819969614,0.0279493733016727,0.00731874662956075,0.600930390838079,0.182748736818263,"1 E 3",3,68,NA,NA,NA
3,0.183355842862892,0.680928334090328,0.496630935980337,0.207955850828709,0.0863434155516962,0.0396251726667285,0.605810433720038,0.111708528261414,"2 E 1",3,68,NA,NA,NA
3,0.32149442420873,0.403020353899777,0.604773918342242,0.248039610256126,0.0712865668668611,0.0494656771419807,0.563352784360098,0.143075228170608,"3 E 1",3,68,NA,NA,NA
2,NA,NA,NA,0.273020454706889,0.0767088502564178,0.00800825290499939,0.883546261140994,0.0537807768423468,"2 N 1",3,68,NA,NA,NA
3,0.1678735116782,0.204561008257392,0.653558047710602,0.338519631294829,0.22344372665551,0.0989095545921245,0.478772532614821,0.380931469444899,"3 N 1",3,68,NA,NA,NA
4,1.25583159880874,0.291487187073668,0.664811365870894,0.30093886077392,0.219841507838287,0.25334164294957,0.563110679234667,0.307329053371742,"1 W 3",3,68,NA,NA,NA
4,1.7214713162432,0.0801132342038933,0.854381181593455,0.432729233122562,0.779062798389561,0.826513298007082,0.501632850761941,0.4901150173345,"3 W 3",3,68,NA,NA,NA
2,NA,NA,NA,0.19597221428443,0.0550610878445058,0.00762094172180145,0.780275894454687,0.0535447729185106,"3 N 3",3,68,NA,NA,NA
5,1.25583159880874,0.588346641869095,0.501647175740915,0.366649411304208,0.187564585944811,0.181953761404796,0.531722496245729,0.25628821925845,"1 W 1",3,68,NA,NA,NA
2,NA,NA,NA,0.162114798694566,0.182581037552015,0.296198844548531,0.605621216318699,0.431121644912226,"5 W 3",3,68,NA,NA,NA
6,1.23411852167338,0.316343646448634,0.891160851190403,1.23146917377347,1.70127204171426,0.366714580295949,0.429553448555119,0.440970983039667,"4 E 1",3,68,NA,NA,NA
3,0.183355842862892,0.316675740161426,0.799378493707607,0.266548671546572,0.10423125830557,0.0408869708011816,0.609257574124182,0.113587722135519,"2 N 3",3,68,NA,NA,NA
5,2.707730402594,0.230194283100538,0.62804140987998,0.543362269695852,0.915486384738991,0.678255627884427,0.553522803492769,0.439281379506761,"5 W 1",3,68,NA,NA,NA
2,NA,NA,NA,0.279467382127891,0.0785202031482094,0.00805155839402654,0.902103977899446,0.0554491852537303,"1 E 1",3,68,NA,NA,NA
2,NA,NA,NA,0.450793730856919,0.207156126936844,0.01882150116644,0.893724137537349,0.132455798523963,"4 N 1",3,68,NA,NA,NA
3,0.260381838818183,0.849563654093175,0.706719962009499,0.206641883391674,0.0975171593844911,0.0506389928729985,0.555128602822027,0.119967482981074,"5 N 1",3,68,NA,NA,NA
2,NA,NA,NA,0.20104517084695,0.0564864047341485,0.00761531890500748,0.785705977189847,0.0529537123664832,"4 N 3",3,68,NA,NA,NA
4,0.486737202185035,0.52352676510522,0.657258935882088,0.226178701122408,0.109887000744102,0.0499673598781983,0.489055280299095,0.118030155528925,"1 N 1",3,68,NA,NA,NA
9,8.7713256112899,0.430318002747369,0.823465130776686,0.978998660614679,1.8667414391206,0.693101215914294,0.617407729870732,0.488237614986238,"4 E 3",3,68,NA,NA,NA
3,0.0427440552525144,0.202256574475755,0.703227232716252,0.465838024736499,0.47771372326002,0.245089710363061,0.64807722878125,0.394308001159991,"3 W 1",3,68,NA,NA,NA
3,0.183355842862892,0.39110540148545,0.714995992524576,0.277631390807808,0.0875445994083576,0.0390380843495485,0.583623927507106,0.109904182747526,"2 E 3",3,68,NA,NA,NA
2,NA,NA,NA,0.0350839227568827,0.00985731043505414,0.00620467854378765,0.600082457494257,0.0464511788601303,"2 W 3",3,68,NA,NA,NA
3,0.277626474679566,0.283880078042644,0.604134368827927,0.293881252349056,0.109205813274337,0.237240187512512,0.385936615490294,0.320057213586249,"3 E 3",3,68,NA,NA,NA
5,0.411068445788208,0.833058671480122,0.432077810600442,0.530242118010071,0.41717985424663,0.0532173006200746,0.457110075768731,0.174263510504429,"5 E 1",3,69,NA,NA,NA
5,1.49762400864662,0.422744678036719,0.961940400108619,0.646404166431152,0.730579630323054,0.305819347405873,0.449880518378431,0.393436638718258,"4 W 1",3,69,NA,NA,NA
5,3.06345937475592,0.495606742025126,0.529028577705901,0.610098080762663,0.678729995830472,0.672608853306299,0.578231655970422,0.449311091262867,"2 W 1",3,69,NA,NA,NA
8,4.68899932489018,0.237190485196252,0.361260226520422,0.685927315757003,0.682412791656335,0.370047457684692,0.413207098839048,0.309670332532349,"5 N 3",3,69,NA,NA,NA
2,NA,NA,NA,0.568006161657016,0.51595564886614,0.0734272795236298,0.569306971983517,0.255710765143959,"5 E 3",3,69,NA,NA,NA
2,NA,NA,NA,0.0526004523745357,0.0608778100254465,0.0161521543383723,0.59845637708864,0.281227065211263,"1 E 3",3,69,NA,NA,NA
3,0.116607553958128,0.884700666066974,0.258943867967811,0.585975525226964,0.606079981726738,0.0753311388387799,0.540260671955338,0.281423437855877,"2 E 1",3,69,NA,NA,NA
3,0.154031430702241,0.906402020706516,0.457251145596938,0.79864670883278,0.726157895545683,0.0626713454397243,0.511747149024967,0.242353920536368,"3 E 1",3,69,NA,NA,NA
2,NA,NA,NA,0.882681902818825,0.801795375921096,0.07797256574855,0.574607784836122,0.271005077565164,"2 N 1",3,69,NA,NA,NA
3,1.54126171938824,0.573938616202494,0.870581878323524,0.926190547821111,0.911419797487177,0.714831916558495,0.573083241180144,0.459451973416539,"3 N 1",3,69,NA,NA,NA
4,2.04820827515505,0.488556261544771,0.851518690091247,0.784580627538567,0.976110502370425,0.67501549752085,0.448554421663057,0.422475053809894,"1 W 3",3,69,NA,NA,NA
4,3.8535734785876,0.766307026865901,0.613654013461465,0.97172967598252,1.04811423904225,0.863627417098598,0.581427280017954,0.479634968199268,"3 W 3",3,69,NA,NA,NA
2,NA,NA,NA,0.633583030216213,0.57552323466374,0.0746556870351797,0.576605058351459,0.25947392671622,"3 N 3",3,69,NA,NA,NA
5,2.09013833171442,0.354384101731351,0.648031933774505,0.984901389862273,1.10576801977809,0.500191706801941,0.442201690663016,0.363836986577394,"1 W 1",3,69,NA,NA,NA
2,NA,NA,NA,0.143485992533272,0.143030731723151,0.300451301199513,0.484571181823806,0.428207219824248,"5 W 3",3,69,NA,NA,NA
6,3.2895683109812,0.374337703022166,0.960148719980795,1.32006754161009,1.82025103302922,0.614612198445656,0.543829385518897,0.461866642247513,"4 E 1",3,69,NA,NA,NA
3,0.116607553958128,0.629591771914418,0.72011387254035,0.817413515851869,0.845859504818689,0.0787529736989933,0.495320075671152,0.298509544312793,"2 N 3",3,69,NA,NA,NA
5,1.25353641135571,0.597233355368929,0.254468339153093,0.562808857302584,0.676975752788076,0.649019913162297,0.575411701567115,0.418833213520388,"5 W 1",3,69,NA,NA,NA
2,NA,NA,NA,0.90352497909827,0.820728450370068,0.0779995982715946,0.577525204993726,0.266530609861547,"1 E 1",3,69,NA,NA,NA
2,NA,NA,NA,0.596794525163982,0.363071122579948,0.0135130418772046,0.582485297643752,0.173617610505338,"4 N 1",3,69,NA,NA,NA
3,0.0327286558315843,0.777132827084809,0.400580722557894,0.227361835230234,0.161345273422797,0.0640298082298592,0.589861891870784,0.174432965442622,"5 N 1",3,69,NA,NA,NA
2,NA,NA,NA,0.649984024626428,0.59042128733325,0.0745269124986974,0.575290232187597,0.266225864421469,"4 N 3",3,69,NA,NA,NA
4,0.252514003039721,0.764971173378987,0.403871103704489,0.631670324618437,0.546168224871165,0.0864827649309197,0.494415805128034,0.249144255070737,"1 N 1",3,69,NA,NA,NA
9,6.75297614514366,0.583558922543706,0.528245133833476,0.872354327176773,1.44527523733456,0.808037432447155,0.596101330507176,0.488619377692936,"4 E 3",3,69,NA,NA,NA
3,1.44228391429014,0.582523070066724,0.76606870143278,1.01086556989406,1.19783992239889,0.865503972228087,0.54257215492503,0.488549913809622,"3 W 1",3,69,NA,NA,NA
3,0.116607553958128,0.745016951326579,0.600642784047274,0.883347409738963,0.833737723376162,0.0781127192263617,0.510340278923748,0.288008468114361,"2 E 3",3,69,NA,NA,NA
2,NA,NA,NA,0.113427192591268,0.103033038553253,0.0603043507762361,0.491615805287669,0.225273749922736,"2 W 3",3,69,NA,NA,NA
3,1.05583872781002,0.586025688497095,0.582279461096802,0.921923300921897,0.892355333524322,0.833854831283448,0.472057496483775,0.463345485036585,"3 E 3",3,69,NA,NA,NA
5,0.179015631203547,0.83565377250428,0.434293960496772,0.343844844105387,0.127875142821069,0.0101583440479019,0.465956010120358,0.0542987308047352,"5 E 1",3,70,NA,NA,NA
5,2.41792810589496,0.569060047305814,0.816614306237676,0.614627802029157,0.674928998364678,0.372673490198698,0.530114217890037,0.392230653945206,"4 W 1",3,70,NA,NA,NA
5,2.39731075063683,0.516922139180837,0.932880669084613,0.538436631818176,0.584477222602438,0.488807603840508,0.621021370332584,0.419767371852472,"2 W 1",3,70,NA,NA,NA
8,1.86507180627039,0.075779298138785,0.335490654958708,0.301360715635583,0.185719365653077,0.228410869773999,0.445859680708336,0.248067640407516,"5 N 3",3,70,NA,NA,NA
2,NA,NA,NA,0.111664251977951,0.0199404336964098,0.00775144264928084,0.569105069320627,0.0459388679312105,"5 E 3",3,70,NA,NA,NA
2,NA,NA,NA,0.0304207576608667,0.0203619851082223,0.012084910118526,0.590494826975283,0.112850847032911,"1 E 3",3,70,NA,NA,NA
3,0.00958672882170717,0.573716407980769,0.270593033773241,0.126723919718871,0.0468703505710491,0.0114302382757302,0.561732849834769,0.0582566068319802,"2 E 1",3,70,NA,NA,NA
3,0.0637981545529195,0.383938489130859,0.453383999191595,0.157501294468183,0.0290915242050167,0.0212611790776688,0.561003420860253,0.0884121110406835,"3 E 1",3,70,NA,NA,NA
2,NA,NA,NA,0.173526311977326,0.0309874454650861,0.00822471965071088,0.57784006903845,0.0476403849334929,"2 N 1",3,70,NA,NA,NA
3,0.266200494765474,0.143439033743191,0.640503340775506,0.234837127024769,0.148151782103604,0.0910042636751589,0.586552743750804,0.368620702780101,"3 N 1",3,70,NA,NA,NA
4,1.48869173524863,0.201350351261763,0.719087279570299,0.463287496070097,0.504290131021046,0.434920098928196,0.52406193462899,0.357498328194473,"1 W 3",3,70,NA,NA,NA
4,2.70323472958043,0.556510509841449,0.585471004629067,0.284660059438113,0.274323196537063,0.515115083503267,0.584027681402899,0.392372636423846,"3 W 3",3,70,NA,NA,NA
2,NA,NA,NA,0.124555999407869,0.0222425763275886,0.00790456095956841,0.568415928983059,0.0467916897693154,"3 N 3",3,70,NA,NA,NA
5,1.49827846407034,0.0711825463621876,0.60670465691615,0.283211786279762,0.217000147877367,0.299188939508196,0.470127240624229,0.28974318170454,"1 W 1",3,70,NA,NA,NA
2,NA,NA,NA,0.13653425536018,0.129507106462683,0.218271835704906,0.484987783155472,0.402874431454421,"5 W 3",3,70,NA,NA,NA
6,1.97274798848385,0.312916507658626,0.852465865914386,1.15114931468554,1.45361814886088,0.402934700418198,0.417337869656574,0.422103357248103,"4 E 1",3,70,NA,NA,NA
3,0.00958672882170717,0.255697861201462,0.709941733057997,0.186528086127156,0.0591723540052047,0.011876691771259,0.487142115416006,0.0596441139570539,"2 N 3",3,70,NA,NA,NA
5,0.949312702524651,0.0797035636554915,0.729357451190619,0.416506238525331,0.411882420713851,0.346217606590713,0.514575646960434,0.318509400863939,"5 W 1",3,70,NA,NA,NA
2,NA,NA,NA,0.177623849431627,0.0317191628453466,0.00825744663605548,0.578403325570089,0.0473474456547684,"1 E 1",3,70,NA,NA,NA
2,NA,NA,NA,0.367696629174784,0.137822887443108,0.00354835907933557,0.577244132903075,0.0457300347136547,"4 N 1",3,70,NA,NA,NA
3,0.0427178774365803,0.365814580216018,0.633169618188292,0.186789428948598,0.0668919415681898,0.0127756733550338,0.602500439691748,0.0580879033938554,"5 N 1",3,70,NA,NA,NA
2,NA,NA,NA,0.127780268607992,0.0228183499083505,0.00790728528911409,0.569915606152396,0.0469074023306711,"4 N 3",3,70,NA,NA,NA
4,0.0588755412330568,0.0860001832632777,0.465109755411123,0.128796030280954,0.0266896522912444,0.00941910442109046,0.49692811086366,0.0510794096928703,"1 N 1",3,70,NA,NA,NA
9,6.09308041788874,0.495106173967805,0.690309938361125,0.83884860826454,1.26939651473239,0.568403897492329,0.541917918987418,0.437487624234411,"4 E 3",3,70,NA,NA,NA
3,0.150565312434004,0.156518244586372,0.689848741648476,0.344598279657677,0.306068635411327,0.209776052404287,0.476826926287685,0.363155886043429,"3 W 1",3,70,NA,NA,NA
3,0.00958672882170717,0.31850741480546,0.589573382507858,0.180846161743871,0.0405110297031009,0.0115706318027783,0.507271425852272,0.0578371492119428,"2 E 3",3,70,NA,NA,NA
2,NA,NA,NA,0.0222986359473879,0.00398197689728909,0.00643904714564147,0.490432381053874,0.0406679623968429,"2 W 3",3,70,NA,NA,NA
3,0.0667786511787235,0.177203909968179,0.584835018842062,0.194024613170192,0.0658431242030126,0.162159732608267,0.414030101826787,0.300711571463991,"3 E 3",3,70,NA,NA,NA
5,0.344248668137929,0.397868034619048,0.789234899493287,0.387465648916263,0.190696564455849,0.0263208083762926,0.569837601771141,0.0975713933751565,"5 E 1",3,71,NA,NA,NA
5,4.59409862642679,0.67870324655993,0.905128274292102,0.920951812781533,1.74313207455764,0.964492034194528,0.471160160627516,0.52249261980229,"4 W 1",3,71,NA,NA,NA
5,2.49986083649596,0.327798637853744,0.61227998081861,0.504785435576431,0.650196473385644,0.523338551882159,0.511698977373942,0.424572700502394,"2 W 1",3,71,NA,NA,NA
8,2.85253899063061,0.113828729400267,0.376159311955331,0.449864646796961,0.281165329243121,0.171952438119992,0.464878807080219,0.222925735175399,"5 N 3",3,71,NA,NA,NA
2,NA,NA,NA,0.111666720561216,0.0199413153602215,0.00171082929638514,0.567434472101623,0.0311388304821107,"5 E 3",3,71,NA,NA,NA
2,NA,NA,NA,0.0453267985687756,0.0452053831448658,0.0151821835851416,0.596101155917177,0.207120003733188,"1 E 3",3,71,NA,NA,NA
3,0.139330737553161,0.425389299488484,0.520067609610315,0.15181057975979,0.0749050493714286,0.0246135565353802,0.594595381069076,0.106379840276539,"2 E 1",3,71,NA,NA,NA
3,0.242434064644965,0.236461030738715,0.573358300514601,0.158158347379418,0.0309996591040368,0.0397870434239778,0.557805453682937,0.153527609347211,"3 E 1",3,71,NA,NA,NA
2,NA,NA,NA,0.173530148157143,0.0309888155711578,0.00181001372939508,0.576179342708519,0.0311014642838819,"2 N 1",3,71,NA,NA,NA
3,0.0625823783940691,0.147691543553877,0.650978049214962,0.232773568616908,0.141379694597763,0.0183562799487108,0.585707858224126,0.353674650644297,"3 N 1",3,71,NA,NA,NA
4,0.895700200327912,0.704204129812432,0.883160692338993,0.404485402301704,0.26420500641754,0.227694320549432,0.452490420986779,0.295447200799722,"1 W 3",3,71,NA,NA,NA
4,1.72057308660549,0.09289480993456,0.69172755814471,0.309346319993693,0.362505268289446,0.448279809651012,0.376313774053922,0.375428594641283,"3 W 3",3,71,NA,NA,NA
2,NA,NA,NA,0.124558752991493,0.0222435597803522,0.00172833367190698,0.566592071804951,0.0313331736479275,"3 N 3",3,71,NA,NA,NA
5,0.895700200327912,0.505452189582428,0.823101982351804,0.301301537039173,0.177509198075679,0.170452284890764,0.392278050989027,0.2388615810212,"1 W 1",3,71,NA,NA,NA
2,NA,NA,NA,0.153378878941383,0.163433644845484,0.452841838470445,0.487854642164199,0.452853427185737,"5 W 3",3,71,NA,NA,NA
6,1.67744761693441,0.449485298901768,0.864342627668734,1.13642987584062,1.41637317367865,0.334316008411404,0.772601425840388,0.421276770368039,"4 E 1",3,71,NA,NA,NA
3,0.139330737553161,0.179256956904361,0.749708597484994,0.199949088497824,0.0832534851028882,0.0255840406616115,0.534595418846196,0.104790202254177,"2 N 3",3,71,NA,NA,NA
5,0.469079427291008,0.215011719058099,0.736114843004738,0.528626614608373,0.575747652428373,0.372132426880402,0.430120928696754,0.316193323779944,"5 W 1",3,71,NA,NA,NA
2,NA,NA,NA,0.1776277761965,0.0317205653042119,0.00181491451698979,0.57541623708681,0.032031661900202,"1 E 1",3,71,NA,NA,NA
2,NA,NA,NA,0.54749136165606,0.305560062187896,0.00943018734172777,0.592470441358721,0.142761998983288,"4 N 1",3,71,NA,NA,NA
3,0.0726494537057059,0.227029613955926,0.899253185708404,0.212685301047608,0.0981776370085772,0.0358140898496366,0.608954077204284,0.107904586557144,"5 N 1",3,71,NA,NA,NA
2,NA,NA,NA,0.127783093471161,0.0228193588188718,0.00174363419122514,0.574952056398595,0.0309697353369053,"4 N 3",3,71,NA,NA,NA
4,0.217469130721544,0.154847790758137,0.824199116573559,0.169961278827492,0.0607016123318467,0.030354381509136,0.512026216317537,0.0987910298750596,"1 N 1",3,71,NA,NA,NA
9,4.64832057142498,0.484413691282501,0.84800251773557,0.888441211961083,1.43996211318262,0.484548946839136,0.470221849525015,0.420807026753643,"4 E 3",3,71,NA,NA,NA
3,0.0905471878204665,0.140539603976441,0.686570286462077,0.369798628084609,0.369252805886562,0.331369989231496,0.463338852530527,0.394029257364372,"3 W 1",3,71,NA,NA,NA
3,0.139330737553161,0.225719393346504,0.682868007047583,0.184702460813099,0.0484708341202067,0.0242386744794457,0.521671243601379,0.102451518448551,"2 E 3",3,71,NA,NA,NA
2,NA,NA,NA,0.0222991289076554,0.00398215295990551,0.0014156302121733,0.48911859966666,0.0269255272363332,"2 W 3",3,71,NA,NA,NA
3,0.146724183959232,0.19091872622041,0.599492292400331,0.192614634016977,0.0608895365611011,0.160646382022616,0.522060957916077,0.304502926163584,"3 E 3",3,71,NA,NA,NA
5,0.40948390669971,0.929065926478681,0.446947649255565,0.522416278327981,0.397428696395461,0.0455688147168747,0.760784902267765,0.17253961086385,"5 E 1",3,72,NA,NA,NA
5,1.70881699795613,0.204966909289483,0.968049537449608,0.598237422336894,0.617135226811601,0.298222944419109,0.683787165347602,0.370571371121808,"4 W 1",3,72,NA,NA,NA
5,4.06823158016962,0.51842098215402,0.844806959761589,0.624232129856124,0.639520182564685,0.665610693924833,0.556484726892186,0.444556153259814,"2 W 1",3,72,NA,NA,NA
8,1.31634313768023,0.538783664338035,0.676556356927019,0.690524163065731,0.649291309613338,0.334375959243581,0.437109009670415,0.295470008188759,"5 N 3",3,72,NA,NA,NA
2,NA,NA,NA,0.557777793614484,0.497540820337233,0.0436225703784841,0.771207302569724,0.236932694965031,"5 E 3",3,72,NA,NA,NA
2,NA,NA,NA,0.0430802132543964,0.0408353001009916,0.0580812186212059,0.461422927370064,0.222657033887223,"1 E 3",3,72,NA,NA,NA
3,0.0533949301635519,0.812774576110808,0.370559421425639,0.571201138127776,0.566709022865219,0.0359070063456493,0.742728234740413,0.24360958792116,"2 E 1",3,72,NA,NA,NA
3,0.169446713758946,0.349986223732374,0.702624179050577,0.78382566248982,0.699251384458057,0.0629870899749359,0.637565790957427,0.216775129399185,"3 E 1",3,72,NA,NA,NA
2,NA,NA,NA,0.866787012981405,0.773178721766218,0.0459605588086422,0.886770178851613,0.248376599568425,"2 N 1",3,72,NA,NA,NA
3,1.45877576460961,0.554608648310399,0.771475814355112,0.911511536438598,0.887607595108502,0.675869764587074,0.576645823274975,0.444094340083738,"3 N 1",3,72,NA,NA,NA
4,3.35111056749256,0.271555788921998,0.818923893627973,0.791380820258431,1.15437674770618,0.579782307258948,0.518518085680358,0.390126860111887,"1 W 3",3,72,NA,NA,NA
4,4.38547275663976,0.761466728191407,0.684825028215544,0.953501689429251,1.00767919683679,0.81713614909867,0.585061170935951,0.462960007392273,"3 W 3",3,72,NA,NA,NA
2,NA,NA,NA,0.622173787049468,0.554982396116812,0.0442762328256034,0.783406460281629,0.243325103404689,"3 N 3",3,72,NA,NA,NA
5,3.40450549765611,0.186357080803717,0.705768723391119,0.972581150891643,1.11666869212885,0.457852831983563,0.497895001219164,0.343345961583744,"1 W 1",3,72,NA,NA,NA
2,NA,NA,NA,0.137152186314329,0.130682013708406,0.389911398748428,0.604747092967484,0.415554624623607,"5 W 3",3,72,NA,NA,NA
6,3.21393640134536,0.845049785579036,0.770941208577877,1.24551727738879,1.65058812426679,0.682094442380887,0.722667798117974,0.462430489300473,"4 E 1",3,72,NA,NA,NA
3,0.0533949301635519,0.694794081114106,0.775439690087001,0.796422582455296,0.793972236831797,0.0373458104334842,0.735879048007521,0.2470647493511,"2 N 3",3,72,NA,NA,NA
5,1.34178341250806,0.693266490010733,0.452275077813664,0.533209049260139,0.575671253312676,0.568578201793764,0.410365934485831,0.389006860502521,"5 W 1",3,72,NA,NA,NA
2,NA,NA,NA,0.88725475767166,0.791436061158759,0.0462629751476796,0.901558687144409,0.244612730866773,"1 E 1",3,72,NA,NA,NA
2,NA,NA,NA,0.505783915431939,0.260778675662093,0.000980615722955362,0.611750446899105,0.119716091761619,"4 N 1",3,72,NA,NA,NA
3,0.0623911354210111,0.913633938413908,0.220660260674261,0.215079549545574,0.148536366433193,0.0493714616057297,0.625721767273751,0.165145671426286,"5 N 1",3,72,NA,NA,NA
2,NA,NA,NA,0.638279440636968,0.56934872656189,0.0441975160198934,0.798157344614759,0.24026196024067,"4 N 3",3,72,NA,NA,NA
4,0.180071075224546,0.777798035694197,0.915287161608108,0.625954096474936,0.53276046036271,0.0790788806387172,0.530860724479725,0.221833868581884,"1 N 1",3,72,NA,NA,NA
9,5.47690440622928,0.396293732431645,0.681246124765672,0.794692548909036,1.11923280572601,0.734603794414719,0.477767578129086,0.468593955208573,"4 E 3",3,72,NA,NA,NA
3,1.05922287225078,0.593722111202658,0.706089624748129,0.985897956668656,1.12857171491379,0.823257826979264,0.649823389105485,0.473188533550604,"3 W 1",3,72,NA,NA,NA
3,0.0533949301635519,0.8150634069303,0.676033514021415,0.865632941206482,0.797281697780018,0.0375255766840786,0.745354647855946,0.241701806128052,"2 E 3",3,72,NA,NA,NA
2,NA,NA,NA,0.111384653002489,0.0993557152369172,0.0361415086090766,0.602358376875805,0.21364080951762,"2 W 3",3,72,NA,NA,NA
3,0.68941909731732,0.548541465826098,0.502456588450059,0.907011075455896,0.870895016247008,0.90098953598328,0.562356580352642,0.483683535053944,"3 E 3",3,72,NA,NA,NA
5,0.208079282305262,0.777318444914486,0.814690417597599,0.574414428205717,0.460250118030241,0.0457103603349731,0.705106794918636,0.155268636453786,"5 E 1",3,73,NA,NA,NA
5,2.88272300571771,0.420855996171766,0.82123949939895,0.910291930987467,1.68533830300456,0.360863701320301,0.550733904206717,0.397062797714656,"4 W 1",3,73,NA,NA,NA
5,4.37473229864588,0.268377194462243,0.676097868543122,0.609567840827063,0.70523943334789,0.75601777109646,0.495187234782988,0.46544397456568,"2 W 1",3,73,NA,NA,NA
8,2.95665282545749,0.267082142527296,0.572924934650638,0.749585753739801,0.744737273203382,0.362680685099296,0.444411083472711,0.320771253596311,"5 N 3",3,73,NA,NA,NA
2,NA,NA,NA,0.55777828781743,0.497541702001044,0.052403730846209,0.772075007666925,0.24125470302825,"5 E 3",3,73,NA,NA,NA
2,NA,NA,NA,0.0546351621748985,0.0656786981376351,0.0282438728900218,0.456373088038715,0.137440331003721,"1 E 3",3,73,NA,NA,NA
