"SR","FRic","FEve","FDiv","FDis","RaoQ","sev.blackplots","n_trait","traits","mean_cor","min_cor","max_cor"
5,0.143450369736658,0.312264536154059,0.972631897959003,0.16538079678387,0.0349111844434247,"1 S 3",2,42,NA,NA,NA
7,0.124450588022063,0.396112705651063,0.908780600046939,0.135522256394305,0.0202179496075847,"4 NE 1",2,42,NA,NA,NA
3,0.0152977444736098,0.0431798592460855,0.996602400450679,0.011768302403158,0.00222029108159062,"4 S 3",2,42,NA,NA,NA
4,0.10824066250781,0.223301261393139,0.860771743733368,0.138437007383586,0.0199031104829536,"4 NE 3",2,42,NA,NA,NA
5,0.0430622832492606,0.861962831504569,0.78981606323279,0.154311515522114,0.0259198166833499,"4 NW 1",2,42,NA,NA,NA
2,NA,NA,NA,0.00565276223200755,0.00033172209257504,"5 S 3",2,42,NA,NA,NA
7,0.135880773285927,0.347106109587786,0.448295851963753,0.0960548891461785,0.0215154948691306,"4 S 1",2,42,NA,NA,NA
5,0.0411208909171597,0.782624522692785,0.870399070368875,0.116068386489728,0.0179388589277457,"1 NE 3",2,42,NA,NA,NA
3,0.0276274071426313,0.446768359192436,0.716358411790327,0.0896585971969077,0.0140350986575884,"4 W 3",2,42,NA,NA,NA
1,NA,NA,NA,0,0,"4 E 1",2,42,NA,NA,NA
4,0.0868462257323203,0.757883876054505,0.744543353830363,0.183354288426308,0.0442021541227113,"5 E 1",2,42,NA,NA,NA
4,0.0608641805333275,0.444114153981385,0.995549628596121,0.0358340775491868,0.00964189120064847,"5 NE 3",2,42,NA,NA,NA
2,NA,NA,NA,0.0450436071416922,0.00583640146370438,"5 E 3",2,42,NA,NA,NA
6,0.0445109317904598,0.420852244538896,0.977950308521381,0.163729132278706,0.0304667898288249,"5 N 1",2,42,NA,NA,NA
3,0.0285825181652574,0.218816257139467,0.980767873330501,0.0478938958842205,0.00659234232855841,"5 N 3",2,42,NA,NA,NA
2,NA,NA,NA,0.00562568430787818,0.000330133073740328,"4 NW 3",2,42,NA,NA,NA
3,0.0979440771206466,0.699476685055589,0.77461534391692,0.107260430308996,0.0142086277936492,"1 N 1",2,42,NA,NA,NA
3,0.0310174201417898,0.214594262679116,0.789707663182123,0.0511039375801767,0.00570741826693574,"4 E 3",2,42,NA,NA,NA
1,NA,NA,NA,0,0,"5 W 1",2,42,NA,NA,NA
3,0.0472465186700097,0.323825797638268,0.911567326186395,0.0804339785995827,0.0112325942308541,"4 W 1",2,42,NA,NA,NA
3,3.6575019180245e-05,0.315435914034571,0.922842855271566,0.104415158848769,0.0185546691245465,"5 S 1",2,42,NA,NA,NA
2,NA,NA,NA,0.0667305198634005,0.00916879901647693,"5 NE 1",2,42,NA,NA,NA
4,0.296610931975451,0.433232826610329,0.908041373477756,0.232190198567325,0.0809568817675849,"5 W 3",2,43,NA,NA,NA
5,0.13378492278397,0.560675590879796,0.569178524647374,0.0875955382517297,0.0157548080441196,"1 E 1",2,43,NA,NA,NA
2,NA,NA,NA,0.0499220942376421,0.00502772795021855,"1 NE 1",2,43,NA,NA,NA
3,0.0150741263916401,0.887352580445006,0.8101586465002,0.333625150105256,0.113389081932913,"1 S 1",2,43,NA,NA,NA
5,0.320492623732947,0.468689559095545,0.805678429284789,0.0383717652908738,0.0139814160591099,"1 W 1",2,43,NA,NA,NA
6,0.199163381209894,0.526605084914556,0.675256565679187,0.0649657897516396,0.0206408341946311,"1 W 3",2,43,NA,NA,NA
4,0.0758896326251352,0.0302506460675575,0.591612196582843,0.025712866975907,0.00148549111382354,"1 E 3",2,43,NA,NA,NA
5,0.102883739434024,0.247852288983561,0.62708510699957,0.128106784083245,0.0475145397114805,"1 S 3",2,43,NA,NA,NA
7,0.132619387867302,0.117139322015825,0.643615036208107,0.165142920013276,0.0565294208788503,"4 NE 1",2,43,NA,NA,NA
3,0.0956022141276376,0.0175106449100841,0.892716603851872,0.00620776330160955,0.000941907293986396,"4 S 3",2,43,NA,NA,NA
4,0.0212727856001879,0.776863593034461,0.499092841545517,0.0964759999699763,0.0099550279114839,"4 NE 3",2,43,NA,NA,NA
5,0.2133850652236,0.67655331909307,0.574836214971502,0.132982450696607,0.0316766954868379,"4 NW 1",2,43,NA,NA,NA
2,NA,NA,NA,0.0338182262074547,0.0118728398301799,"5 S 3",2,43,NA,NA,NA
7,0.218221729959477,0.481144586972757,0.861552721608432,0.126614907277931,0.0221354932977291,"4 S 1",2,43,NA,NA,NA
5,0.223093808668292,0.523007155415705,0.745962355705406,0.148021809122497,0.0449272479537607,"1 NE 3",2,43,NA,NA,NA
3,0.0400584670217864,0.290925986207976,0.788568243345467,0.353629875814649,0.137585945306752,"4 W 3",2,43,NA,NA,NA
1,NA,NA,NA,0,0,"4 E 1",2,43,NA,NA,NA
4,0.204181585382118,0.683247866210286,0.615238938509294,0.193451377626967,0.0709097301638184,"5 E 1",2,43,NA,NA,NA
4,0.0420743637992673,0.376427594080894,0.994227804221433,0.0555752622128305,0.0202464901977578,"5 NE 3",2,43,NA,NA,NA
2,NA,NA,NA,0.00420943722338597,5.09714405729333e-05,"5 E 3",2,43,NA,NA,NA
6,0.313133569746704,0.175488216554148,0.653873368652759,0.0730281974672603,0.0126577543029952,"5 N 1",2,43,NA,NA,NA
3,0.0970071869984095,0.124451510938028,0.904051703188976,0.0653038455074861,0.0172416358571679,"5 N 3",2,43,NA,NA,NA
2,NA,NA,NA,0.0336562297664488,0.0118159664215829,"4 NW 3",2,43,NA,NA,NA
3,0.00251630960659307,0.673953707564563,0.411957061769183,0.0269590199686469,0.00105322525955832,"1 N 1",2,43,NA,NA,NA
3,0.0995889388894094,0.435473497425071,0.993732869947633,0.197021901294387,0.0833402713183365,"4 E 3",2,43,NA,NA,NA
1,NA,NA,NA,0,0,"5 W 1",2,43,NA,NA,NA
3,0.116792246573308,0.632258568142794,0.588358831543339,0.0584488635985142,0.00780385005365874,"4 W 1",2,43,NA,NA,NA
3,0.121055320481243,0.574451124985943,0.597768939919679,0.114768311423925,0.0493105608909949,"5 S 1",2,43,NA,NA,NA
2,NA,NA,NA,0.0489120131103611,0.00492600118588362,"5 NE 1",2,43,NA,NA,NA
4,0.0389499707510841,0.378325415471731,0.358241321005642,0.131578773042559,0.0300392191840433,"5 W 3",2,44,NA,NA,NA
5,0.0799106092749127,0.21806310185971,0.536325907391817,0.081936090343302,0.0092877220312929,"1 E 1",2,44,NA,NA,NA
2,NA,NA,NA,0.0674452864990475,0.0091767602628554,"1 NE 1",2,44,NA,NA,NA
3,0.090958842808063,0.443666940461837,0.77288626800515,0.118601627835924,0.0175967837679641,"1 S 1",2,44,NA,NA,NA
5,0.153633545681537,0.353824363971547,0.294319465673167,0.0187489705883982,0.00535200332563647,"1 W 1",2,44,NA,NA,NA
6,0.195965013867441,0.363996517513516,0.884355273359564,0.061113513042956,0.0148053765487257,"1 W 3",2,44,NA,NA,NA
4,0.0418235843356073,0.129294614263124,0.775781008078347,0.134333291020429,0.018167988363624,"1 E 3",2,44,NA,NA,NA
5,0.143360702342149,0.284048746456969,0.920682940507716,0.167718241837808,0.0411927417051881,"1 S 3",2,44,NA,NA,NA
7,0.137844270879688,0.44763794768717,0.967619906029516,0.13731832995749,0.0207861687872121,"4 NE 1",2,44,NA,NA,NA
3,0.00840972098949143,0.0388603869806183,0.99366063547109,0.00546213735080604,0.00048471933913253,"4 S 3",2,44,NA,NA,NA
4,0.124959902064923,0.179009944741874,0.87276525828469,0.13705015742754,0.0199756491375718,"4 NE 3",2,44,NA,NA,NA
5,0.0449487051872947,0.81657471065167,0.57963026818166,0.13551700300285,0.0227429659948268,"4 NW 1",2,44,NA,NA,NA
2,NA,NA,NA,0.0099657202471866,0.00103102772258934,"5 S 3",2,44,NA,NA,NA
7,0.137607499655616,0.41720485543293,0.977256612611458,0.170257949955476,0.0347067771384509,"4 S 1",2,44,NA,NA,NA
5,0.0482337311600896,0.491100549768823,0.768281006009368,0.112087132676023,0.017197295141976,"1 NE 3",2,44,NA,NA,NA
3,0.0881300045280907,0.892321177997498,0.764342151723902,0.144991942590338,0.0240831490702283,"4 W 3",2,44,NA,NA,NA
1,NA,NA,NA,0,0,"4 E 1",2,44,NA,NA,NA
4,0.10119774037722,0.803701339046355,0.642313981052048,0.201637373751801,0.0576209095727366,"5 E 1",2,44,NA,NA,NA
4,0.152442690184103,0.452909341663719,0.997041064228417,0.0407310409038469,0.0123291064488862,"5 NE 3",2,44,NA,NA,NA
2,NA,NA,NA,0.0113363179429963,0.00036967737295821,"5 E 3",2,44,NA,NA,NA
6,0.048049722469861,0.75211163656597,0.327962996332646,0.0731674753003235,0.00701480257113452,"5 N 1",2,44,NA,NA,NA
3,0.0383220267040413,0.237652139740136,0.970851261856016,0.0510496115924737,0.0073343203249789,"5 N 3",2,44,NA,NA,NA
2,NA,NA,NA,0.00991798234389738,0.0010260888821956,"4 NW 3",2,44,NA,NA,NA
3,0.0288332520393673,0.941882982571899,0.670245873136691,0.100604276046209,0.0115630607930226,"1 N 1",2,44,NA,NA,NA
3,0.00444298389396948,0.209708939045893,0.958823102731562,0.0983953342614302,0.0209413445696844,"4 E 3",2,44,NA,NA,NA
1,NA,NA,NA,0,0,"5 W 1",2,44,NA,NA,NA
3,0.0158352120503689,0.933700988225771,0.314716061067912,0.0780218521862034,0.0109234121078814,"4 W 1",2,44,NA,NA,NA
3,0.014463973154767,0.816940358956973,0.38172447052814,0.050331920119222,0.0108943533049581,"5 S 1",2,44,NA,NA,NA
2,NA,NA,NA,0.0660806560271678,0.00899108551317509,"5 NE 1",2,44,NA,NA,NA
4,0.193312466393495,0.472262598791365,0.86681013292654,0.240222230474017,0.0859975217945508,"5 W 3",2,45,NA,NA,NA
5,0.165832689438611,0.4747609708902,0.513464237311524,0.0358971382494783,0.0120846155327048,"1 E 1",2,45,NA,NA,NA
2,NA,NA,NA,0.0175231922614071,0.000619459090394379,"1 NE 1",2,45,NA,NA,NA
3,0.2034383587637,0.651914064841685,0.819889549012124,0.276196007180805,0.0798020816896022,"1 S 1",2,45,NA,NA,NA
5,0.22372086189727,0.358395156645972,0.864021368939611,0.0353143078973982,0.0126542713005649,"1 W 1",2,45,NA,NA,NA
6,0.322568374711898,0.421535400639236,0.656742381626747,0.0593792128542187,0.022751675898978,"1 W 3",2,45,NA,NA,NA
4,0.165403741958713,0.610598473201691,0.705300496086426,0.11084171653706,0.0130632385648493,"1 E 3",2,45,NA,NA,NA
5,0.157581797810628,0.559838981279867,0.702361427679176,0.171687105333054,0.0671726745782453,"1 S 3",2,45,NA,NA,NA
7,0.310945124189988,0.310756304380671,0.775447713294824,0.164493870525912,0.0507955000117731,"4 NE 1",2,45,NA,NA,NA
3,0.00810121911604448,0.273634895372141,0.583874947968175,0.00172988941855452,0.000517338711349383,"4 S 3",2,45,NA,NA,NA
4,0.00402722098969577,0.348602680050695,0.766481727317849,0.0406404622641689,0.00225256778091183,"4 NE 3",2,45,NA,NA,NA
5,0.0471352059265706,0.720685691029044,0.513254023277193,0.048336345673099,0.0117398119207579,"4 NW 1",2,45,NA,NA,NA
2,NA,NA,NA,0.0243108837669075,0.00613556347337624,"5 S 3",2,45,NA,NA,NA
7,0.155728907843273,0.14419181462252,0.457926248281745,0.0373011749012758,0.00503300814533691,"4 S 1",2,45,NA,NA,NA
5,0.0527389249535623,0.72574089517014,0.728649680024303,0.0779905403690566,0.0208272563033683,"1 NE 3",2,45,NA,NA,NA
3,0.130360513313407,0.907108721087638,0.735450252623019,0.241483080972296,0.0660837599550717,"4 W 3",2,45,NA,NA,NA
1,NA,NA,NA,0,0,"4 E 1",2,45,NA,NA,NA
4,0.0542356185321664,0.462051574101725,0.623971035780554,0.223592937786811,0.0987107221406761,"5 E 1",2,45,NA,NA,NA
4,0.180224218568246,0.427625178114088,0.9957746610263,0.0620258287936202,0.0259712842619538,"5 NE 3",2,45,NA,NA,NA
2,NA,NA,NA,0.00712688071961045,0.000146109284523771,"5 E 3",2,45,NA,NA,NA
6,0.025985670277322,0.402044558715237,0.579548159257944,0.020845110105315,0.00629384267353744,"5 N 1",2,45,NA,NA,NA
3,0.0485378066382895,0.50002037826062,0.572611917616425,0.0345032542206058,0.0104646117920547,"5 N 3",2,45,NA,NA,NA
2,NA,NA,NA,0.0241944295027546,0.00610617282940349,"4 NW 3",2,45,NA,NA,NA
3,0.00186081545367621,0.38169011307564,0.881558185018532,0.0729203447128363,0.00602511274336874,"1 N 1",2,45,NA,NA,NA
3,0.0469712042433166,0.587610697939704,0.956013346953352,0.134535281821327,0.0388258180505941,"4 E 3",2,45,NA,NA,NA
1,NA,NA,NA,0,0,"5 W 1",2,45,NA,NA,NA
3,0.0486367757395494,0.445703923858677,0.572069261423956,0.0210593143903071,0.00228993587554611,"4 W 1",2,45,NA,NA,NA
3,0.00793895863117726,0.274053517585399,0.627001984843759,0.0728862525140053,0.0187341978451695,"5 S 1",2,45,NA,NA,NA
2,NA,NA,NA,0.0171686429168082,0.000606925482862783,"5 NE 1",2,45,NA,NA,NA
4,0.0851003241162967,0.54686361148999,0.942982260038707,0.135175241431616,0.0279040406444724,"5 W 3",3,1,NA,NA,NA
5,0.10911316886647,0.431661970606215,0.986888955598607,0.204001543689848,0.0475323773698293,"1 E 1",3,1,NA,NA,NA
2,NA,NA,NA,0.145960278900217,0.0429789248992251,"1 NE 1",3,1,NA,NA,NA
3,0.000480063806083639,0.758382790846129,0.869010676820413,0.0570131488604785,0.00330867982558666,"1 S 1",3,1,NA,NA,NA
5,0.0709424264054997,0.541275606073584,0.950153655756098,0.0162505526197536,0.00290719350463417,"1 W 1",3,1,NA,NA,NA
6,0.0805445593667628,0.538132141430559,0.971641324693043,0.0746263382141237,0.01812624847148,"1 W 3",3,1,NA,NA,NA
4,0.0797843813007477,0.786335715687163,0.612884210130135,0.082752934664895,0.00796919860152009,"1 E 3",3,1,NA,NA,NA
5,0.0480739621966933,0.771283810834612,0.614960445515033,0.119903931263258,0.0162613312772384,"1 S 3",3,1,NA,NA,NA
7,0.081272040866877,0.640642399908257,0.650520561610142,0.132239082045132,0.0187160870703061,"4 NE 1",3,1,NA,NA,NA
3,0.0359547672336989,0.0356911670748785,0.999027423114688,0.0145200270960342,0.0033999361617535,"4 S 3",3,1,NA,NA,NA
4,0.0316800714734903,0.76152677345296,0.780431053387167,0.277190194447447,0.0815274249151561,"4 NE 3",3,1,NA,NA,NA
5,0.123593607989263,0.491581467716823,0.970520013618471,0.275492658627021,0.0795300089443807,"4 NW 1",3,1,NA,NA,NA
2,NA,NA,NA,0.0103286327269547,0.00110748697934904,"5 S 3",3,1,NA,NA,NA
7,0.212009479562236,0.49966773061292,0.888268660673036,0.179935050686702,0.0378105982892078,"4 S 1",3,1,NA,NA,NA
5,0.177617590402798,0.690929626146358,0.964487873900935,0.22073280101064,0.0625245947304641,"1 NE 3",3,1,NA,NA,NA
3,0.0290916217355422,0.881845910057962,0.796100917775926,0.114888544424599,0.0142802788137157,"4 W 3",3,1,NA,NA,NA
1,NA,NA,NA,0,0,"4 E 1",3,1,NA,NA,NA
4,0.140933061627134,0.774857195682544,0.701796668931272,0.267530249434313,0.0813585189092768,"5 E 1",3,1,NA,NA,NA
4,0.00518623158916227,0.298126856027015,0.978341574667193,0.0134127165034483,0.00166368547999266,"5 NE 3",3,1,NA,NA,NA
2,NA,NA,NA,0.0675609111373199,0.0131301542913382,"5 E 3",3,1,NA,NA,NA
6,0.155475979914477,0.415036528078453,0.989943604812662,0.198279755221817,0.0458963732079373,"5 N 1",3,1,NA,NA,NA
3,0.0814055737652387,0.215855853216612,0.982335784993877,0.094338198554157,0.0256193598691555,"5 N 3",3,1,NA,NA,NA
2,NA,NA,NA,0.0102791563962933,0.00110218188297839,"4 NW 3",3,1,NA,NA,NA
3,0.0447366299618207,0.669218175647988,0.641340020187535,0.093141390800598,0.0113138086375174,"1 N 1",3,1,NA,NA,NA
3,0.0907926705115737,0.91272916205857,0.639596742960142,0.0922083745224068,0.0186025059139875,"4 E 3",3,1,NA,NA,NA
1,NA,NA,NA,0,0,"5 W 1",3,1,NA,NA,NA
3,0.117068635098362,0.315662298188254,0.99839775713807,0.169389663512294,0.0497270259183225,"4 W 1",3,1,NA,NA,NA
3,0.0915293205808473,0.323891313440972,0.787114923176219,0.138941541147172,0.0326461487441961,"5 S 1",3,1,NA,NA,NA
2,NA,NA,NA,0.14300704295727,0.042109325945606,"5 NE 1",3,1,NA,NA,NA
4,0.214253554490637,0.496632431288666,0.994331775609981,0.186833274810809,0.0496594318634734,"5 W 3",3,2,NA,NA,NA
5,0.107235564663716,0.342376987549104,0.898144710490533,0.148451258367,0.0276150610748633,"1 E 1",3,2,NA,NA,NA
2,NA,NA,NA,0.0913610510682405,0.0168386919943094,"1 NE 1",3,2,NA,NA,NA
3,0.00103646034335353,0.628185072066696,0.867716670508745,0.194677601131128,0.0385900135073618,"1 S 1",3,2,NA,NA,NA
5,0.229178495919275,0.358150367593879,0.993267208478595,0.0259622525330318,0.00611480702282286,"1 W 1",3,2,NA,NA,NA
6,0.123900715485259,0.366584428553294,0.68840385846355,0.0570584617460851,0.0116168714063374,"1 W 3",3,2,NA,NA,NA
4,0.0574910080885948,0.630556033765196,0.699318894587927,0.0725567875113016,0.00570323892949523,"1 E 3",3,2,NA,NA,NA
5,0.0994092075069817,0.703685527693462,0.593734654389393,0.0776743051937331,0.0126705305786511,"1 S 3",3,2,NA,NA,NA
7,0.129798193401225,0.54637437342194,0.617554947972898,0.114947326508767,0.0251636789734757,"4 NE 1",3,2,NA,NA,NA
3,0.107235564663716,0.0282409715728251,0.992099709320167,0.0104747826257045,0.00188124439900451,"4 S 3",3,2,NA,NA,NA
4,0.00771343052654732,0.65673359469058,0.651660146663582,0.174672875514042,0.0320065243578208,"4 NE 3",3,2,NA,NA,NA
5,0.120876763347935,0.414137087365699,0.719910133734211,0.195488380765628,0.0427857057038281,"4 NW 1",3,2,NA,NA,NA
2,NA,NA,NA,0.0222463691957004,0.00513772956175641,"5 S 3",3,2,NA,NA,NA
7,0.149049179817896,0.485251120720408,0.31960561663108,0.155388439525368,0.0284332132492911,"4 S 1",3,2,NA,NA,NA
5,0.170139450620798,0.589305582231276,0.805562882744929,0.167750063022616,0.039002386867763,"1 NE 3",3,2,NA,NA,NA
3,0.044078794387692,0.602520393532739,0.840716523874605,0.170520727924044,0.0314297951937735,"4 W 3",3,2,NA,NA,NA
1,NA,NA,NA,0,0,"4 E 1",3,2,NA,NA,NA
4,0.0996252367405376,0.904671478794381,0.623347309431258,0.217518136553005,0.0536975319284286,"5 E 1",3,2,NA,NA,NA
4,0.0232097661692329,0.354598078895104,0.98373954894953,0.0315115776706511,0.00672273023515716,"5 NE 3",3,2,NA,NA,NA
2,NA,NA,NA,0.0518479798236912,0.00773290211053354,"5 E 3",3,2,NA,NA,NA
6,0.134045135668799,0.41958480144414,0.899659160206554,0.133720805645982,0.0231253290716688,"5 N 1",3,2,NA,NA,NA
3,0.0392128899435416,0.171437109338135,0.930073476235883,0.0722277558408478,0.0166197680526334,"5 N 3",3,2,NA,NA,NA
2,NA,NA,NA,0.0221398043920676,0.00511311875281716,"4 NW 3",3,2,NA,NA,NA
3,0.00399976230256863,0.815715792879076,0.336926637049704,0.0767343389926381,0.00695273629472821,"1 N 1",3,2,NA,NA,NA
3,0.063400344175336,0.243566175962944,0.961304075437651,0.0906354397137396,0.0177666127307794,"4 E 3",3,2,NA,NA,NA
1,NA,NA,NA,0,0,"5 W 1",3,2,NA,NA,NA
3,0.0320968269460032,0.25977630071512,0.828941818835764,0.107895504158575,0.0205860357556684,"4 W 1",3,2,NA,NA,NA
3,0.112607113294215,0.91604805871029,0.56277751272882,0.0987561293808274,0.0250065514764505,"5 S 1",3,2,NA,NA,NA
2,NA,NA,NA,0.0895125293893764,0.0164979922450043,"5 NE 1",3,2,NA,NA,NA
4,0.166691276923827,0.587134465515183,0.97294188438274,0.163647210077121,0.0366412789915834,"5 W 3",3,3,NA,NA,NA
5,0.104225833595284,0.305809351777591,0.985121914707646,0.173461270860027,0.0346741517639787,"1 E 1",3,3,NA,NA,NA
2,NA,NA,NA,0.0914861676673671,0.0168848438819118,"1 NE 1",3,3,NA,NA,NA
3,0.000229175211467274,0.912474175402548,0.598486518717612,0.0921568541043714,0.00867806893435607,"1 S 1",3,3,NA,NA,NA
5,0.161067926517699,0.531958670321164,0.990377583626317,0.0212685564699795,0.00397974315397011,"1 W 1",3,3,NA,NA,NA
6,0.0858988569185555,0.76598431624149,0.957381852953278,0.0657706720713569,0.0131436334938577,"1 W 3",3,3,NA,NA,NA
4,0.0973608305640657,0.0951337313834646,0.702582750425975,0.0989981911550752,0.0112873797178799,"1 E 3",3,3,NA,NA,NA
5,0.0466451173880607,0.713176580440599,0.693422586572945,0.0974233896453065,0.0103238282766827,"1 S 3",3,3,NA,NA,NA
7,0.0964063734605423,0.483325231577166,0.655950200706354,0.113544723272743,0.015186989963997,"4 NE 1",3,3,NA,NA,NA
3,0.0778529521290016,0.0382748544199054,0.991944339041612,0.0123206948074801,0.00245669786660441,"4 S 3",3,3,NA,NA,NA
4,0.0192322789718462,0.71842075749195,0.777957640477303,0.178639120562613,0.0330996756712506,"4 NE 3",3,3,NA,NA,NA
5,0.135713069170702,0.56064529082666,0.65487228824131,0.203915682943465,0.0442520569394812,"4 NW 1",3,3,NA,NA,NA
2,NA,NA,NA,0.0156377428356826,0.00253863985051869,"5 S 3",3,3,NA,NA,NA
7,0.191142761416984,0.460722186163736,0.24020346841118,0.181172063757269,0.0375663383034434,"4 S 1",3,3,NA,NA,NA
5,0.121840084084744,0.64950795801276,0.766543395656282,0.163233229341922,0.0339580725389149,"1 NE 3",3,3,NA,NA,NA
3,0.0200198515326612,0.902382734566345,0.929785699171537,0.141132580223023,0.0206511912373775,"4 W 3",3,3,NA,NA,NA
1,NA,NA,NA,0,0,"4 E 1",3,3,NA,NA,NA
4,0.0630709215323681,0.560611417920134,0.704037723111799,0.197425552352188,0.0414048963937795,"5 E 1",3,3,NA,NA,NA
4,0.0143180740272745,0.299147459427796,0.982842175073932,0.0195561257059597,0.00280795485227945,"5 NE 3",3,3,NA,NA,NA
2,NA,NA,NA,0.0720231125616849,0.0149218477885849,"5 E 3",3,3,NA,NA,NA
6,0.144712602060075,0.430236007230381,0.980250217742504,0.177567328850789,0.0379776996217794,"5 N 1",3,3,NA,NA,NA
3,0.00201965490688696,0.206695296263664,0.908723728271679,0.0674729688766432,0.0132842244863091,"5 N 3",3,3,NA,NA,NA
2,NA,NA,NA,0.0155628347470913,0.00252647922984458,"4 NW 3",3,3,NA,NA,NA
3,0.0667983066347654,0.477107144855501,0.824486405394254,0.136101310511809,0.0215633786018869,"1 N 1",3,3,NA,NA,NA
3,0.066303273001662,0.261021670964255,0.998696218995212,0.106215899507609,0.0243369471026778,"4 E 3",3,3,NA,NA,NA
1,NA,NA,NA,0,0,"5 W 1",3,3,NA,NA,NA
3,0.0121710762443601,0.286304835479835,0.799055324319291,0.107790582085023,0.0203088615936163,"4 W 1",3,3,NA,NA,NA
3,0.103069120526312,0.978514178007396,0.636269360548652,0.119594198256246,0.0256633600467069,"5 S 1",3,3,NA,NA,NA
2,NA,NA,NA,0.0896351144858203,0.0165432103346287,"5 NE 1",3,3,NA,NA,NA
4,0.101191633962252,0.377508834053844,0.913669106234341,0.12506105969027,0.0233592693782168,"5 W 3",3,4,NA,NA,NA
5,0.026442305468825,0.42629759432516,0.991219737936077,0.141105106740481,0.0226315255041306,"1 E 1",3,4,NA,NA,NA
2,NA,NA,NA,0.119727186703711,0.0289182317637822,"1 NE 1",3,4,NA,NA,NA
3,0.000866100530688579,0.821147485312882,0.986996273551533,0.0869212171347317,0.00770182310379664,"1 S 1",3,4,NA,NA,NA
5,0.0530955239968442,0.362168279616022,0.531754743390364,0.0143430232631679,0.0020604879856409,"1 W 1",3,4,NA,NA,NA
6,0.100668583687312,0.544022486147721,0.912681314830998,0.0585941283941957,0.0115834668350202,"1 W 3",3,4,NA,NA,NA
4,0.0434523404726044,0.818057723802727,0.603715435807926,0.0808419759032954,0.00676684492208256,"1 E 3",3,4,NA,NA,NA
5,0.0505192117492628,0.620839054609694,0.517457450804081,0.0648887202825002,0.00551624597484422,"1 S 3",3,4,NA,NA,NA
7,0.059475619427101,0.554480729990256,0.389023086954271,0.0782948271500875,0.00777500984734206,"4 NE 1",3,4,NA,NA,NA
3,0.0207256524940597,0.0467584960436331,0.995230916441384,0.0100639537160311,0.001617348107805,"4 S 3",3,4,NA,NA,NA
4,0.0370823397755167,0.603060333461566,0.789090280253946,0.230726332939273,0.0554824859406416,"4 NE 3",3,4,NA,NA,NA
5,0.144303844717706,0.547701756172576,0.89625791181413,0.226824781504954,0.0560462270531939,"4 NW 1",3,4,NA,NA,NA
2,NA,NA,NA,0.0110650224360209,0.00127103513896328,"5 S 3",3,4,NA,NA,NA
7,0.186740887236927,0.390772310880546,0.918964442236037,0.215497072725705,0.0513382281195755,"4 S 1",3,4,NA,NA,NA
5,0.20212444449411,0.534572329018669,0.648025237820154,0.184374689847104,0.0453282875404112,"1 NE 3",3,4,NA,NA,NA
3,0.00881422537422373,0.755875250249114,0.945866910372147,0.135496650671911,0.0193998543048185,"4 W 3",3,4,NA,NA,NA
1,NA,NA,NA,0,0,"4 E 1",3,4,NA,NA,NA
4,0.126159489280671,0.656362321291939,0.715956827257126,0.230214924185678,0.0572878933806357,"5 E 1",3,4,NA,NA,NA
4,0.00950248308793997,0.353336560137036,0.982451072805128,0.0149292826296936,0.00169342484767396,"5 NE 3",3,4,NA,NA,NA
2,NA,NA,NA,0.0758198075387759,0.0165365226105817,"5 E 3",3,4,NA,NA,NA
6,0.0678440510111421,0.413985663599232,0.972964825417689,0.134209785775864,0.0215945825338499,"5 N 1",3,4,NA,NA,NA
3,0.0749825654762663,0.175949873286604,0.980018150476536,0.0746420786163018,0.0166881656456438,"5 N 3",3,4,NA,NA,NA
2,NA,NA,NA,0.011012018643235,0.00126494661239059,"4 NW 3",3,4,NA,NA,NA
3,0.0252474583126517,0.772314890678825,0.550130139967762,0.0804919329181973,0.00787873021503679,"1 N 1",3,4,NA,NA,NA
3,0.0893766553054064,0.796673168242723,0.67796377171765,0.0586048701811359,0.00767015548363663,"4 E 3",3,4,NA,NA,NA
1,NA,NA,NA,0,0,"5 W 1",3,4,NA,NA,NA
3,0.105350044673464,0.318359624682159,0.966181163899635,0.139086831840791,0.0335293031967758,"4 W 1",3,4,NA,NA,NA
3,0.0257855384295961,0.982967767050614,0.321609973950564,0.0973273639452072,0.0210348262545834,"5 S 1",3,4,NA,NA,NA
2,NA,NA,NA,0.11730472880088,0.0283331248970733,"5 NE 1",3,4,NA,NA,NA
4,0.131887452444758,0.611561647002184,0.989677157035401,0.153936680396732,0.0362220133027851,"5 W 3",3,5,NA,NA,NA
5,0.0471784275865149,0.420225979571318,0.993040365085297,0.235236136915612,0.0631379240915865,"1 E 1",3,5,NA,NA,NA
2,NA,NA,NA,0.120812912677403,0.02944509014371,"1 NE 1",3,5,NA,NA,NA
3,0.00362607554279542,0.971212286969654,0.81933605909905,0.088223150705004,0.00794080080316975,"1 S 1",3,5,NA,NA,NA
5,0.0877839982139659,0.545344678739875,0.995173986212701,0.0210631260358693,0.00433310800407011,"1 W 1",3,5,NA,NA,NA
6,0.0942778393645543,0.766129939116721,0.968741921591589,0.0747820459700584,0.0154672308225904,"1 W 3",3,5,NA,NA,NA
4,0.0105086265640461,0.904401395168172,0.559813708564949,0.14596034577636,0.0217421317832064,"1 E 3",3,5,NA,NA,NA
5,0.0157059512013007,0.4961313205065,0.636364239886479,0.0776835159796238,0.00790932254586759,"1 S 3",3,5,NA,NA,NA
