"SR","FRic","FEve","FDiv","FDis","RaoQ","kde.alpha","kde.evenness","kde.dispersion","sev.blueplots","n_trait","traits","mean_cor","min_cor","max_cor"
3,0.190536937266844,0.835355872844951,0.27811733879489,0.175534447243052,0.126613499163697,9.47230953438509,0.6329794933072,10.7163042628303,"5 N 1",2,13,NA,NA,NA
2,NA,NA,NA,0.670130028713669,0.627588245101565,53.6637986458656,0.613016512262237,33.0229771051801,"4 N 3",2,13,NA,NA,NA
4,0.7556452225821,0.656648048206415,0.438856167584589,0.648691711485126,0.5807006430151,47.3007941403985,0.545604030033975,32.4127466488739,"1 N 1",2,13,NA,NA,NA
9,5.1596870976927,0.401100615758416,0.318195308999831,0.420118667250238,0.635563275656513,81.3476269410403,0.534716219171581,82.3851987697517,"4 E 3",2,13,NA,NA,NA
3,0.394294378804378,0.968422749072207,0.712250158060744,0.982217774202186,1.03422810706926,81.3721927803727,0.539594238303414,47.8106473530803,"3 W 1",2,13,NA,NA,NA
3,0.122188200670748,0.847494393659169,0.651300258709645,0.908079188423628,0.876047030262023,53.8124386278754,0.541000403600479,32.5904378781674,"2 E 3",2,13,NA,NA,NA
2,NA,NA,NA,0.116942824666782,0.109518957463708,43.9565529838148,0.504267295128364,28.8146624630347,"2 W 3",2,13,NA,NA,NA
3,1.00008724746676,0.74161353294239,0.530513645474507,0.945100938981739,0.917906290259144,51.6684517555939,0.539988378351088,28.7860122502883,"3 E 3",2,13,NA,NA,NA
5,0.0669961233604136,0.738498763984662,0.433252722256078,0.232982802533542,0.0624014967964414,4.57181556668286,0.674785733777362,12.0413411208206,"5 E 1",2,14,NA,NA,NA
5,0.941282229752419,0.21897764890735,0.484296430976046,0.112108387918431,0.067219821307541,23.1475114968061,0.567511484386784,56.7017687792132,"4 W 1",2,14,NA,NA,NA
5,0.637589395432232,0.220346316158278,0.503314974199301,0.286701097218766,0.127221541939913,15.8048783340989,0.512836747205411,28.341263669826,"2 W 1",2,14,NA,NA,NA
8,2.49361674537078,0.223717434035077,0.651114682660278,0.221139023987508,0.138355598478734,30.471350365505,0.344609021217344,53.8676826830307,"5 N 3",2,14,NA,NA,NA
2,NA,NA,NA,0.181048315576542,0.0524197873768057,8.74242544478703,0.660327193005913,33.0130065125396,"5 E 3",2,14,NA,NA,NA
2,NA,NA,NA,0.00601044870845293,0.000794865876862739,0.443845461687224,0.541112237192281,12.129034359158,"1 E 3",2,14,NA,NA,NA
3,0.0774415756785621,0.801999375931607,0.464221328127612,0.187424090693699,0.0582248666866944,6.11304979939829,0.616852142793102,31.2170831935434,"2 E 1",2,14,NA,NA,NA
3,0.0247595200053188,0.834376549044796,0.72817754223378,0.255039254762879,0.0739868199314251,7.74264463994056,0.585529290216905,33.1272323759106,"3 E 1",2,14,NA,NA,NA
2,NA,NA,NA,0.28134918682756,0.0814603798172468,9.30482781722594,0.684036957507703,33.7866143043132,"2 N 1",2,14,NA,NA,NA
3,0.149319606378999,0.629750943879544,0.702463408669144,0.297556207019995,0.0947773783153586,8.70306250774286,0.622510916471015,33.2449101686134,"3 N 1",2,14,NA,NA,NA
4,1.33865809477345,0.16419078169929,0.741461480959492,0.463025608174353,0.447546973055847,63.8872003321643,0.544851654068125,40.0206513834889,"1 W 3",2,14,NA,NA,NA
4,1.0176712308131,0.063439435425759,0.726004760843032,0.334694791949461,0.183194382923246,33.6253661151805,0.585210780721619,53.5799778982855,"3 W 3",2,14,NA,NA,NA
2,NA,NA,NA,0.201950521212466,0.0584717032515942,8.82810136368285,0.673026014250762,33.0634497349591,"3 N 3",2,14,NA,NA,NA
5,1.41609967045201,0.0465435988209622,0.679175072902718,0.342177550287583,0.203021118196535,45.7331227978962,0.511377030686666,32.9969692182602,"1 W 1",2,14,NA,NA,NA
2,NA,NA,NA,0.0474035293494634,0.0156110352037005,12.7941972223245,0.538422335032753,32.6772225930079,"5 W 3",2,14,NA,NA,NA
6,0.357621427984836,0.684826818946119,0.632257788279811,0.463160975053353,0.241903073405405,14.884412212441,0.59904690805796,25.4218388957161,"4 E 1",2,14,NA,NA,NA
3,0.0774415756785621,0.704976521607554,0.811059999683042,0.253530092387236,0.0794311562372167,6.35906948953456,0.594989974300701,31.2258574449045,"2 N 3",2,14,NA,NA,NA
5,1.83905179326258,0.529473599000259,0.474733423454715,0.297781316648129,0.221269203527619,53.3181697231857,0.428980327649196,75.9113185399973,"5 W 1",2,14,NA,NA,NA
2,NA,NA,NA,0.287992783511121,0.0833839322372764,9.33862755827969,0.690422572675623,34.5174485551747,"1 E 1",2,14,NA,NA,NA
2,NA,NA,NA,0.160538184292865,0.0262723390861796,1.65404027741324,0.869061845691143,11.0950522453364,"4 N 1",2,14,NA,NA,NA
3,0.0129699595118119,0.40426416337906,0.922412826275417,0.129486316084111,0.0321601673090896,2.31292335836773,0.73429877643815,10.796004079698,"5 N 1",2,14,NA,NA,NA
2,NA,NA,NA,0.20717823283286,0.0599853076766653,8.8924567440202,0.669479741800294,33.4650833635864,"4 N 3",2,14,NA,NA,NA
4,0.174083812851832,0.178157204633552,0.454972314191588,0.195816143211432,0.061222070435179,6.43144617718802,0.568656204559074,31.5815483072836,"1 N 1",2,14,NA,NA,NA
9,5.29359685443407,0.393243485544061,0.401856118578144,0.439435188014686,0.459684553054342,73.0292964049779,0.511411311356542,85.0773874206781,"4 E 3",2,14,NA,NA,NA
3,0.0384118285485194,0.567842770049807,0.613056052861501,0.337114397247366,0.142456820081696,22.5390022305941,0.561359418500619,47.9535477041298,"3 W 1",2,14,NA,NA,NA
3,0.0774415756785621,0.825893125107209,0.726493080728253,0.279716879037569,0.0828203365889613,6.34792305364178,0.580570052471356,31.8335309536002,"2 E 3",2,14,NA,NA,NA
2,NA,NA,NA,0.0361541890660429,0.010467895807744,7.22059834544358,0.54704865801631,29.1770367758133,"2 W 3",2,14,NA,NA,NA
3,0.27406763236856,0.453206015265478,0.75389786179413,0.294870729362254,0.0913940809378352,15.2414819749408,0.582720128532246,29.3013020831079,"3 E 3",2,14,NA,NA,NA
5,0.215475890338078,0.364958630368875,0.856803477709934,0.318122849908761,0.125222918431221,4588.99724108847,0.506876565952224,47.6112191842799,"5 E 1",2,15,NA,NA,NA
5,5.09055107237393,0.259049331292363,0.625882418688316,0.674492501941182,1.1354228975005,94624.7293370098,0.553829933339164,201.206404889789,"4 W 1",2,15,NA,NA,NA
5,0.672915889521302,0.0718025335258789,0.539218327136064,0.268509176222689,0.192940792723119,21213.4930869358,0.366221993062955,102.026165529918,"2 W 1",2,15,NA,NA,NA
8,1.39610796623999,0.260198752135204,0.612344627236687,0.401241762365167,0.233801562068778,26526.1546104609,0.405165662297251,83.7710266849275,"5 N 3",2,15,NA,NA,NA
2,NA,NA,NA,0.181049838122558,0.0524206690406173,504.122275024823,0.571202303231199,32.1706022781493,"5 E 3",2,15,NA,NA,NA
2,NA,NA,NA,0.0341353433483557,0.0256382639135063,16490.7136777451,0.583488566929594,99.1824195686837,"1 E 3",2,15,NA,NA,NA
3,0.252298850071631,0.709426351383802,0.571330213418321,0.213625707503513,0.0862595654870739,13227.8362334056,0.536001888939389,61.4486280864345,"2 E 1",2,15,NA,NA,NA
3,0.428190696277382,0.223864935006453,0.720174685731207,0.255891567048151,0.0758949548304452,24632.481492613,0.533497982285201,86.8303128151182,"3 E 1",2,15,NA,NA,NA
2,NA,NA,NA,0.281351552864947,0.0814617499233186,535.877884509585,0.583718049912049,34.4263856235556,"2 N 1",2,15,NA,NA,NA
3,0.0147387042241536,0.957911289997576,0.663422113114003,0.292185068123479,0.088005290809518,1239.40274966708,0.522548086416363,34.3569832932432,"3 N 1",2,15,NA,NA,NA
4,0.445883366638582,0.806601203806768,0.853342972784846,0.402339373455137,0.207461848452341,14094.6182841005,0.486323770790471,61.8617646593647,"1 W 3",2,15,NA,NA,NA
4,0.919991961367432,0.107738130868019,0.844184131251024,0.363674605255587,0.271376454675628,44961.9277972619,0.394376461497322,117.637005813894,"3 W 3",2,15,NA,NA,NA
2,NA,NA,NA,0.201952219537913,0.0584726867043578,513.227409630123,0.583192235870327,34.2252976591846,"3 N 3",2,15,NA,NA,NA
5,0.454262549026468,0.45262335831795,0.670779262208761,0.361995180411308,0.163530168394847,11341.0860876483,0.450899155343773,56.3382550226661,"1 W 1",2,15,NA,NA,NA
2,NA,NA,NA,0.0844427155729976,0.0495375735865014,18157.250830683,0.488201595914161,78.232551344625,"5 W 3",2,15,NA,NA,NA
6,0.486656269547604,0.799840924483477,0.667057071008244,0.416818726266878,0.204658098223174,11836.2154350326,0.478085429304602,63.3518879868702,"4 E 1",2,15,NA,NA,NA
3,0.252298850071631,0.333786757153792,0.834707645042466,0.269459648220747,0.1035122873349,13758.5274831975,0.536684847019225,61.8687445341658,"2 N 3",2,15,NA,NA,NA
5,2.40638831946691,0.483798406893541,0.375815806839832,0.450998833527767,0.385134435242141,68777.6635007248,0.526528413614218,139.69869788959,"5 W 1",2,15,NA,NA,NA
2,NA,NA,NA,0.287995205418576,0.0833853346961417,539.433870760797,0.589388733163879,33.6244315899414,"1 E 1",2,15,NA,NA,NA
2,NA,NA,NA,0.436255072861692,0.194009513830968,3960.63792660144,0.582459485028747,68.3328128126458,"4 N 1",2,15,NA,NA,NA
3,0.0786842862037285,0.243010459403544,0.906113524492017,0.172529337592144,0.063445862749477,3684.0764665495,0.50963390304903,47.2415423242463,"5 N 1",2,15,NA,NA,NA
2,NA,NA,NA,0.207179975121332,0.0599863165871866,517.624751222576,0.585548098138985,33.6224655036377,"4 N 3",2,15,NA,NA,NA
4,0.407959136460563,0.291714936967272,0.648185688617805,0.231226707437173,0.0952340304757814,12285.7475195997,0.50268533480695,58.182150029973,"1 N 1",2,15,NA,NA,NA
9,8.16850067830464,0.472610736365263,0.593757489119941,0.523208788747751,0.630250151504577,75837.2208537196,0.477015894137703,144.457552999546,"4 E 3",2,15,NA,NA,NA
3,0.285272293937851,0.364117564208042,0.729862200321495,0.371030299209853,0.205640990556931,24328.1372172189,0.491122592164323,81.7762353595016,"3 W 1",2,15,NA,NA,NA
3,0.252298850071631,0.411255552538195,0.763574072359231,0.284759673834059,0.0907801410060671,13089.8834609813,0.535990553401347,59.8421543722792,"2 E 3",2,15,NA,NA,NA
2,NA,NA,NA,0.036154493108731,0.0104680718703605,416.403675866073,0.488288079247317,29.5029639054154,"2 W 3",2,15,NA,NA,NA
3,0.163918799571697,0.657634150130072,0.77432217909296,0.291805389346143,0.0864404932959236,7807.2733986507,0.52023912638392,44.6283949541463,"3 E 3",2,15,NA,NA,NA
5,0.110877212356313,0.742547592632371,0.597140387279995,0.295364918485244,0.126466256927829,10.7908819680299,0.731155627887758,1.86785622848579,"5 E 1",2,16,NA,NA,NA
5,1.6477099574281,0.736875774493308,0.679393850526194,0.616646256837639,0.649198498401432,118.313015780351,0.557261986502266,10.4895241576154,"4 W 1",2,16,NA,NA,NA
5,2.46576515317178,0.6171028291104,0.985554149253621,0.561812633394223,0.721047641976035,180.5178957512,0.461946183556,11.0633222054378,"2 W 1",2,16,NA,NA,NA
8,3.25342168824155,0.13431301462725,0.510821916331134,0.371689704580946,0.214128357079149,119.493116720132,0.249712280717131,5.89477505266087,"5 N 3",2,16,NA,NA,NA
2,NA,NA,NA,0.0680597288674444,0.00740775665124586,2.88127755538482,0.757392252288834,0.890346703222817,"5 E 3",2,16,NA,NA,NA
2,NA,NA,NA,0.00702546874637574,0.00108600212460356,2.87071059380657,0.453797622170692,0.935917282030949,"1 E 3",2,16,NA,NA,NA
3,0.0225445580080166,0.591925687533234,0.368552545197896,0.0770447111157046,0.0165963129743497,3.94379986445605,0.629825817951947,1.06395382596067,"2 E 1",2,16,NA,NA,NA
3,0.0251447447313501,0.776712398959208,0.717254954677014,0.095780261529309,0.0104536228227664,3.66189739018713,0.614598970362254,1.09430904536642,"3 E 1",2,16,NA,NA,NA
2,NA,NA,NA,0.105764857914208,0.0115116581085415,3.04173881080089,0.875629615941108,0.915261717366949,"2 N 1",2,16,NA,NA,NA
3,0.31012307199103,0.0836819199166012,0.609511020954185,0.201547286136336,0.242575308357677,153.683986708686,0.423937390715456,10.9957007456642,"3 N 1",2,16,NA,NA,NA
4,0.95903112703916,0.487044363049089,0.596043697948268,0.185235961626973,0.134293465451332,98.3471653809476,0.547752188236759,7.60985900611359,"1 W 3",2,16,NA,NA,NA
4,1.81688352737238,0.133076534605796,0.889268180094564,0.249366662333928,0.30872453185053,172.112152862182,0.383139788295351,9.85667625881389,"3 W 3",2,16,NA,NA,NA
2,NA,NA,NA,0.07591729132961,0.00826298942340475,2.92169355338452,0.781836245377836,0.893702934809751,"3 N 3",2,16,NA,NA,NA
5,0.95903112703916,0.426505380247262,0.594093850753831,0.166475121805281,0.064633735792051,65.5351884576047,0.440664267544794,6.28916804182441,"1 W 1",2,16,NA,NA,NA
2,NA,NA,NA,0.14860919053427,0.153426961839995,2.00434886875319,0.657221559585249,11.5209852697169,"5 W 3",2,16,NA,NA,NA
6,1.56174682685293,0.379135198762519,0.800450144542657,1.0498533259183,1.21742119034536,119.485740178707,0.497619787501038,11.8340287423937,"4 E 1",2,16,NA,NA,NA
3,0.0225445580080166,0.265693781705134,0.746333662269109,0.112522130933105,0.0210666426886986,4.0701481699386,0.636104793137717,1.12205657052118,"2 N 3",2,16,NA,NA,NA
5,2.08670756677665,0.222433242021193,0.773710504671971,0.310018189728697,0.414874340322131,171.608248144813,0.412265647485407,8.55213285758983,"5 W 1",2,16,NA,NA,NA
2,NA,NA,NA,0.108262320470255,0.0117834869149246,3.06440426882209,0.909499591948046,0.931610218081593,"1 E 1",2,16,NA,NA,NA
2,NA,NA,NA,0.214444778033158,0.046878423438068,1.91233619754265,0.58071689538854,0.984004337398144,"4 N 1",2,16,NA,NA,NA
3,0.0506495502649045,0.861838087867762,0.252015001265493,0.113347414376323,0.0468631905398389,13.3550476412882,0.657311296967584,1.96183236838361,"5 N 1",2,16,NA,NA,NA
2,NA,NA,NA,0.0778824940123756,0.00847688600346102,2.91939127217989,0.792805736880379,0.898806413663986,"4 N 3",2,16,NA,NA,NA
4,0.0978112339147063,0.35616270946946,0.880161861712334,0.119034884993855,0.0260583519998789,9.19449696335124,0.497304027547398,1.5747540414226,"1 N 1",2,16,NA,NA,NA
9,3.84569943210478,0.578670374970844,0.972608998907394,0.879986097171732,1.21932394288704,175.992689231276,0.425255096438143,10.7134265458334,"4 E 3",2,16,NA,NA,NA
3,0.224494809972694,0.0907728033317627,0.639992664645324,0.308562712647974,0.297274806560212,42.614431051421,0.602349596179347,9.70165014602451,"3 W 1",2,16,NA,NA,NA
3,0.0225445580080166,0.330493505976089,0.641008870713398,0.10990801732814,0.0147627179854397,3.99990570660876,0.626479007966203,1.10281838128373,"2 E 3",2,16,NA,NA,NA
2,NA,NA,NA,0.0135910919547711,0.00147928155902203,2.36781313868942,0.603635272981769,0.801753310376172,"2 W 3",2,16,NA,NA,NA
3,0.280940407174695,0.0721670486616779,0.609362660492214,0.134332779054289,0.0797264607853654,139.873529712118,0.391352013159152,9.23549247705883,"3 E 3",2,16,NA,NA,NA
5,0.993285692766211,0.69912436391339,0.486955240065257,0.38531091701213,0.222499512285944,7.20080371153193,0.798020728345031,1.58044898793983,"5 E 1",2,17,NA,NA,NA
5,1.31958337051028,0.398322908028832,0.722598223864205,0.43036822105847,0.395353691611116,8.87024160468821,0.435574947855602,2.48498621776884,"4 W 1",2,17,NA,NA,NA
5,3.53489185036359,0.447640833897453,0.937603360963267,0.664521868976996,0.990002876363963,34.453192724308,0.365654437780887,3.63421786842563,"2 W 1",2,17,NA,NA,NA
8,2.80424287046257,0.146879372543296,0.521476108411309,0.557734824723984,0.351168043404841,16.0691786999132,0.5361438191584,2.52510988253886,"5 N 3",2,17,NA,NA,NA
2,NA,NA,NA,0.183295171103391,0.0537289464984074,1.3776611241831,0.746638155643823,0.624194999514527,"5 E 3",2,17,NA,NA,NA
2,NA,NA,NA,0.0131670807347714,0.00381468832008764,1.74629337196504,0.580913172294306,0.679322575565708,"1 E 3",2,17,NA,NA,NA
3,0.092066760004081,0.967277471323897,0.338593152451814,0.193136467146602,0.068914262972365,4.01753360379563,0.669564410636191,1.03634679798052,"2 E 1",2,17,NA,NA,NA
3,0.0307907094727733,0.163296136436146,0.768695836513002,0.257564875632956,0.0754991417641007,1.25577114589275,0.737856618156132,0.589992087213891,"3 E 1",2,17,NA,NA,NA
2,NA,NA,NA,0.284840801612182,0.0834948138472879,1.45795413345257,0.880304189321536,0.653225539134901,"2 N 1",2,17,NA,NA,NA
3,0.733076605208235,0.191161439088577,0.646093968003803,0.351914110598766,0.244606264203025,11.8065763653584,0.569160177551764,3.31227730957936,"3 N 1",2,17,NA,NA,NA
4,0.807288647466537,0.201493426920254,0.672194366714382,0.24497290833454,0.145854506918842,8.11983719976811,0.665116971432158,1.61902637927346,"1 W 3",2,17,NA,NA,NA
4,1.17488543713189,0.0525492961812774,0.842832634071607,0.431136752288918,0.678779989654497,37.8176107775882,0.334170822005018,3.77893688627388,"3 W 3",2,17,NA,NA,NA
2,NA,NA,NA,0.204456778413983,0.0599320060780281,1.39580326634737,0.781985791191683,0.634906763642632,"3 N 3",2,17,NA,NA,NA
5,0.807288647466537,0.719923194637695,0.533904886909283,0.34391641041449,0.142277802112341,6.00330243105925,0.664457560663398,1.372173385177,"1 W 1",2,17,NA,NA,NA
2,NA,NA,NA,0.100029112247846,0.0695125430390827,4.63986953681791,0.497080079560072,2.01340472369365,"5 W 3",2,17,NA,NA,NA
6,2.22392010499,0.235256359032759,0.8934464344322,0.960444470571549,1.00334422376532,15.2444805375134,0.492265904752889,2.82409781411247,"4 E 1",2,17,NA,NA,NA
3,0.092066760004081,0.508948696048749,0.750634143664053,0.268919751172316,0.0946110582553595,4.15542503473593,0.619271050660225,1.06414083204183,"2 N 3",2,17,NA,NA,NA
5,4.75844399533103,0.131024921310355,0.659385703485658,0.425660182459537,0.838431494325276,38.4599219767169,0.402271915781803,3.85707757382328,"5 W 1",2,17,NA,NA,NA
2,NA,NA,NA,0.291566847016015,0.0854664060691285,1.4609996808234,0.903710513728209,0.650593106396506,"1 E 1",2,17,NA,NA,NA
2,NA,NA,NA,0.259209237247216,0.0684924963819061,3.13899624337849,0.887232367087681,1.02463192640726,"4 N 1",2,17,NA,NA,NA
3,0.0436839735173063,0.810733221402094,0.239938524273311,0.147517356497244,0.0798294952787327,7.4746091426337,0.709456984592059,1.51630839998664,"5 N 1",2,17,NA,NA,NA
2,NA,NA,NA,0.209749367261816,0.0614834120497811,1.40354707365672,0.795146405225259,0.642606131440121,"4 N 3",2,17,NA,NA,NA
4,0.312411651752303,0.842019724753539,0.661774321248854,0.224947551736153,0.0929498389052736,3.08831283052397,0.531583932099109,0.97428528710472,"1 N 1",2,17,NA,NA,NA
9,3.88110863742784,0.522281756938728,0.903878338143154,0.872820015426108,1.53330550210938,23.1172274265137,0.286537625283866,3.56278572412247,"4 E 3",2,17,NA,NA,NA
3,0.37373664173099,0.319652003854986,0.752434641218399,0.389423783205724,0.241339115565158,8.02096580513602,0.545423677756719,1.77338517194042,"3 W 1",2,17,NA,NA,NA
3,0.092066760004081,0.612135625391662,0.643568803747097,0.286549015451487,0.0888656349770277,3.93547825001794,0.608884734304821,1.03060335485341,"2 E 3",2,17,NA,NA,NA
2,NA,NA,NA,0.0366028717243881,0.0107293264995966,1.14117986359777,0.60526265166093,0.561308111959747,"2 W 3",2,17,NA,NA,NA
3,0.655846184512787,0.223110014067949,0.640492651695409,0.30951761786593,0.128069123163915,15.2623731321756,0.56335865739102,3.12040554725039,"3 E 3",2,17,NA,NA,NA
5,0.630457987558607,0.922828784211945,0.500526961866726,0.385839870270646,0.186643587254695,20.0709064124248,0.626437761116854,2.33331279987823,"5 E 1",2,18,NA,NA,NA
5,1.30476077480721,0.492434397761406,0.508920478585526,0.386074114152371,0.324770876686291,47.3810040592781,0.422911665475713,3.91142115377221,"4 W 1",2,18,NA,NA,NA
5,1.83289568509744,0.389443096184137,0.875414248814518,0.472867195962266,0.483457109306378,67.8217489163674,0.578384157734739,4.74103805067842,"2 W 1",2,18,NA,NA,NA
8,2.66812893799487,0.182334654125578,0.585301752257109,0.388281081591468,0.244642721352571,45.141682039236,0.469586131200681,4.36623610357596,"5 N 3",2,18,NA,NA,NA
2,NA,NA,NA,0.123288406762645,0.0243080856770086,0.435811128810062,0.577778994283334,1.08095137540771,"5 E 3",2,18,NA,NA,NA
2,NA,NA,NA,0.0309456373397255,0.0210706981632807,28.0824513366475,0.459919703760598,3.55716328258557,"1 E 3",2,18,NA,NA,NA
3,0.007115092844063,0.575078894804449,0.337951924466261,0.135991649598062,0.0574758967920974,0.824430388367267,0.60037141588795,2.12945684081521,"2 E 1",2,18,NA,NA,NA
3,0.0797865774391155,0.422929080561322,0.446370643345929,0.173812625222688,0.0352122340012764,14.7144541803615,0.400959267089471,2.50882918240006,"3 E 1",2,18,NA,NA,NA
2,NA,NA,NA,0.191590255217099,0.037774779162028,0.463356937430774,0.58799325128512,1.13760185224746,"2 N 1",2,18,NA,NA,NA
3,0.410289368107485,0.196558873795832,0.612633350690212,0.248644535849424,0.162542232145278,36.0607698026947,0.569137748128218,3.65829342725999,"3 N 1",2,18,NA,NA,NA
4,0.460896510471564,0.464971102903684,0.856875589702723,0.357248570853387,0.190218005498095,22.6725967129969,0.541781844763515,2.56069480206534,"1 W 3",2,18,NA,NA,NA
4,1.97331497144606,0.0539667632055353,0.606927780475992,0.286221547423961,0.262222459554382,76.9629094789386,0.494189798477105,4.74441676728302,"3 W 3",2,18,NA,NA,NA
2,NA,NA,NA,0.137522174265379,0.0271144780138745,0.440221045044512,0.578345215608425,1.11971320537256,"3 N 3",2,18,NA,NA,NA
5,0.460896510471564,0.48788249118114,0.745742713049046,0.275677023667587,0.132222414243208,16.3424615813936,0.454777567841884,2.24775402450712,"1 W 1",2,18,NA,NA,NA
2,NA,NA,NA,0.0851451457608013,0.0503651503325516,14.0010185684389,0.477107818302207,2.59440270514946,"5 W 3",2,18,NA,NA,NA
6,2.62160766719736,0.387720535132816,0.754440272920797,0.775293736559699,0.718445355729709,71.6505653483624,0.460251136245881,4.44019525763293,"4 E 1",2,18,NA,NA,NA
3,0.007115092844063,0.256440894011055,0.732525144475139,0.207425017930176,0.0736332850526772,0.855987060953406,0.526386552343472,2.15856003510507,"2 N 3",2,18,NA,NA,NA
5,1.74839972878067,0.320289968905257,0.587194217180096,0.415308674031619,0.498692762014658,76.1068646577344,0.528200628559902,5.13093281341185,"5 W 1",2,18,NA,NA,NA
2,NA,NA,NA,0.196114342876691,0.038666768225131,0.462466746303667,0.581227016568208,1.13621741642842,"1 E 1",2,18,NA,NA,NA
2,NA,NA,NA,0.404624803963364,0.166896431632958,0.268143315392747,0.627030187730254,2.30940033857948,"4 N 1",2,18,NA,NA,NA
3,0.25811040637346,0.850696554073517,0.601600008474211,0.179780942882749,0.0804899729028187,16.5164987038355,0.524838666213946,2.17153805032935,"5 N 1",2,18,NA,NA,NA
2,NA,NA,NA,0.141082087179457,0.0278163661345044,0.44534487891488,0.581526211361908,1.10957964557698,"4 N 3",2,18,NA,NA,NA
4,0.312756264769412,0.284150344201957,0.669433770947045,0.166992468679558,0.0437644504930181,12.565196990678,0.441242895472378,1.82182621940367,"1 N 1",2,18,NA,NA,NA
9,4.3661536765309,0.508118205444508,0.881741659882194,0.781103676659136,1.10652617617141,105.520451301349,0.490641861792519,5.62393021315007,"4 E 3",2,18,NA,NA,NA
3,0.233221236339201,0.261352928141329,0.700271977219325,0.274917191703852,0.1328781981917,24.1727164026668,0.516051712458685,2.61594984980337,"3 W 1",2,18,NA,NA,NA
3,0.007115092844063,0.319399545013692,0.622057782314332,0.200032410532102,0.0497918696888769,0.827721408011244,0.533160150116624,2.06665093417979,"2 E 3",2,18,NA,NA,NA
2,NA,NA,NA,0.0246199052090236,0.00485416902444801,0.36306650116142,0.498382061592871,0.975161302522333,"2 W 3",2,18,NA,NA,NA
3,0.381855034531176,0.16398815886284,0.624294055111496,0.214744910778146,0.0797528464506789,40.6259285332115,0.538148060415072,3.52052133074922,"3 E 3",2,18,NA,NA,NA
5,0.222827785175627,0.635875241295144,0.440217715024931,0.507042760357229,0.456197140829087,1.11381397800506,0.456238244610639,1.3428459150825,"5 E 1",2,19,NA,NA,NA
5,0.885507577321417,0.594630613509405,0.805171023885563,0.375294099767977,0.266977105133214,1.18402134170876,0.666955224581532,2.33072325551997,"4 W 1",2,19,NA,NA,NA
5,3.13329814333279,0.457511686362913,0.650678538299563,0.559052344485119,0.538500069268625,2.84794047227716,0.536114876482682,2.97251483733821,"2 W 1",2,19,NA,NA,NA
8,5.71769323461234,0.292215668062818,0.780277687734966,0.715313544851334,0.708214665312832,2.88571170998927,0.460962169192711,2.29635858923249,"5 N 3",2,19,NA,NA,NA
2,NA,NA,NA,0.560220664668591,0.501908472317831,0.560348793520353,0.566208815834237,0.462317157225987,"5 E 3",2,19,NA,NA,NA
2,NA,NA,NA,0.0434524423680065,0.0415440131560501,0.69150757308189,0.455426847532445,0.549766287068096,"1 E 3",2,19,NA,NA,NA
3,0.292679832089997,0.836266647785186,0.323809632766311,0.574828962414444,0.577314569086267,1.27962276925941,0.565609923308306,0.882057103271375,"2 E 1",2,19,NA,NA,NA
3,0.0728455435815601,0.212582413034956,0.685299053436765,0.787239769955432,0.705372094254317,0.49480734059401,0.501715108333094,0.464024727651736,"3 E 1",2,19,NA,NA,NA
2,NA,NA,NA,0.87058323600844,0.77996605546316,0.596787840440698,0.578048346609451,0.478703283982506,"2 N 1",2,19,NA,NA,NA
3,2.04193842843024,0.514529499133921,0.852856941178624,0.915856629519189,0.901998045150176,4.19080392812254,0.535571232310324,3.25028705992,"3 N 1",2,19,NA,NA,NA
4,1.7149355866027,0.597589151270326,0.871432635789823,0.722659398727839,0.840304622183233,2.09349071375459,0.529385548194606,1.43457905039729,"1 W 3",2,19,NA,NA,NA
4,4.06967509372148,0.649623244408335,0.734356776066867,0.951416379414508,0.995578459854112,4.40778289794167,0.505721242095662,3.06074731046726,"3 W 3",2,19,NA,NA,NA
2,NA,NA,NA,0.62489868996315,0.559854297803098,0.574171061332682,0.564492860852357,0.454374482791872,"3 N 3",2,19,NA,NA,NA
5,1.7149355866027,0.927218124772426,0.605709678317959,0.961403957099197,1.03189095849469,1.55202291790713,0.512778204700258,1.15679054685719,"1 W 1",2,19,NA,NA,NA
2,NA,NA,NA,0.0861325442017688,0.0515400575782746,1.0396575029984,0.624593535379483,1.90640360676147,"5 W 3",2,19,NA,NA,NA
6,3.03830336624657,0.873003043600797,0.718619598303798,0.944891290235375,0.915415331135613,2.61843450890362,0.70110568663825,2.57567392275928,"4 E 1",2,19,NA,NA,NA
3,0.292679832089997,0.672977956805743,0.751894333076465,0.80217103371126,0.80843316787927,1.33621895897635,0.479818715426642,0.911919434485214,"2 N 3",2,19,NA,NA,NA
5,4.62815995089795,0.649694888429702,0.532606931029917,0.534099437821211,0.662481594613483,4.27101250545192,0.484921130581341,3.24689459018468,"5 W 1",2,19,NA,NA,NA
2,NA,NA,NA,0.891140622239859,0.798383666538543,0.602580470107626,0.575651958633313,0.471295312738674,"1 E 1",2,19,NA,NA,NA
2,NA,NA,NA,0.533233335403514,0.289852219851942,0.726530136969104,0.582424199132827,0.965167303644872,"4 N 1",2,19,NA,NA,NA
3,0.120791675144222,0.888663111220856,0.206096069058118,0.18270727122352,0.162134397767822,1.11015402385225,0.568569885252868,1.33931959787497,"5 N 1",2,19,NA,NA,NA
2,NA,NA,NA,0.641074880663111,0.574346742788044,0.577915560051519,0.565991437085767,0.474777085372608,"4 N 3",2,19,NA,NA,NA
